ID,Year,Award,Producer,Product,State,Region,WID,Name,Type,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude
14,2016,🏅 Finalist,2 Towns Ciderhouse,Traditions Riverwood,Oregon,North,67,2 Towns Ciderhouse,Cider,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185
15,2016,🏅 Finalist,Argus Cidery,Perennial 2013,Texas,South,96,Argus Cidery,Cider,Active,http://www.arguscidery.com/,https://www.facebook.com/arguscidery,https://www.instagram.com/arguscidery/,,,,https://untappd.com/w/argus-cidery/10075,30.1755719,-97.7833058
16,2016,🏅 Finalist,Big B’s Hard Cider,Grizzly Brand,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
17,2016,🏅 Finalist,Eaglemount Wine and Cider,Ginger Cider,Washington,North,253,Eaglemount Wine & Cider,Wine,Active,https://eaglemountwinery.com/,https://www.facebook.com/eaglemountwineandcider/,https://www.instagram.com/p/CKHZN9pLKw-/,https://maps.google.com/?cid=8669789097383487844,https://www.yelp.com/biz/eaglemount-wine-and-cider-port-townsend-2,https://www.tripadvisor.com/Attraction_Review-g58687-d25451008,https://untappd.com/w/eaglemount-wine-and-cider/9836,48.099159,-122.818591
18,2016,🏅 Finalist,Eden Ice Cider Company,Sparkling Dry,Vermont,East,255,Eden Ciders,Cider,Active,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108,44.935976,-72.209246
19,2016,🏅 Finalist,Foggy Ridge Cider,Handmade,Virginia,South,1872,Foggy Ridge Cider,Cider,Inactive,http://www.foggyridgecider.com/,https://www.facebook.com/FoggyRidgeCider,,https://maps.google.com/?cid=7835090811724058382,https://www.yelp.com/biz/foggy-ridge-cider-dugspur,,https://untappd.com/brewery/5494,36.7672784,-80.5290282
20,2016,🏅 Finalist,Shacksbury,Farmhouse,Vermont,East,557,Shacksbury Cider,Cider,Active,http://www.shacksbury.com/,,https://www.instagram.com/shacksbury/,https://maps.google.com/?cid=3671325142868281556,https://www.yelp.com/biz/shacksbury-cider-vergennes,https://www.tripadvisor.com/Attraction_Review-g57429-d12946890,https://untappd.com/w/shacksbury-cider/129613,44.177191,-73.245354
21,2016,🏅 Finalist,Snowdrift Cider Co.,Red,Washington,North,570,Snowdrift Cider Co.,Cider,Active,https://www.snowdriftcider.com/,https://www.facebook.com/snowdriftcider,https://www.instagram.com/snowdriftciderco/,https://maps.google.com/?cid=18339570792633761066,https://www.yelp.com/biz/snowdrift-cider-east-wenatchee,,https://untappd.com/w/snowdrift-cider-co/8545,47.400586,-120.178628
22,2017,🏆 Winner,Big B’s Hard Cider,Grizzly Brand,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
23,2017,🏆 Winner,Blue Bee Cider,Harvest Ration,Virginia,South,146,Blue Bee Cider,Cider,Active,https://www.bluebeecider.com/,https://www.facebook.com/BlueBeeCider,https://www.instagram.com/bluebeecider/,https://maps.google.com/?cid=17761175602688407320,https://www.yelp.com/biz/blue-bee-cider-richmond,https://www.tripadvisor.com/Attraction_Review-g60893-d4749979,https://untappd.com/w/blue-bee-cider/62200,37.5916262,-77.4888875
24,2017,🏆 Winner,Far West Cider Co,Orchard Blend #1,California,West,933,Far West Cider,Cider,Active,http://farwestcider.com/,https://www.facebook.com/FarWestCider/,https://www.instagram.com/farwestcider/,https://maps.google.com/?cid=3187943752465403398,https://www.yelp.com/biz/far-west-cider-co-richmond,,https://untappd.com/FarWestCiderCo,37.9052441,-122.3648724
25,2017,🏆 Winner,Finger Lakes Cider House,Barrel Rye,New York,East,373,Finger Lakes Cider House,Cider,Active,http://www.fingerlakesciderhouse.com/,https://www.facebook.com/FingerLakesCiderHouse/,https://www.instagram.com/flxciderhouse/,https://maps.google.com/?cid=6795224421439178302,https://www.yelp.com/biz/finger-lakes-cider-house-interlaken,https://www.tripadvisor.com/Restaurant_Review-g47948-d8310323,https://untappd.com/FLCiderHouse,42.606626,-76.70006
26,2017,🏆 Winner,Finnriver Farm & Cidery,Oak & Apple,Washington,North,276,Finnriver Farm & Cidery,Cider,Active,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008,48.0097371,-122.7694043
27,2017,🏆 Winner,Humboldt Cider Company,McIntosh,California,West,342,Humboldt Cider Company,Cider,Active,,https://www.facebook.com/HumboldtCider/,https://www.instagram.com/humboldtcidercompany/,https://maps.google.com/?cid=9833726366522566502,https://www.yelp.com/biz/humboldt-cider-eureka,,https://untappd.com/w/humboldt-cider-company/169054,40.7817209,-124.1298735
28,2017,🏆 Winner,L. Mawby,Bright,Michigan,Central,28,Mawby Vineyards,Wine,Active,https://mawby.wine/,https://www.facebook.com/MAWBYwinery,https://www.instagram.com/mibubbly/,https://maps.google.com/?cid=2471409306317185463,https://www.yelp.com/biz/l-mawby-vineyards-suttons-bay,https://www.tripadvisor.com/Attraction_Review-g42743-d2290474,https://untappd.com/w/mawby/272550,44.913676,-85.65229
29,2017,🏆 Winner,L. Mawby,Century,Michigan,Central,28,Mawby Vineyards,Wine,Active,https://mawby.wine/,https://www.facebook.com/MAWBYwinery,https://www.instagram.com/mibubbly/,https://maps.google.com/?cid=2471409306317185463,https://www.yelp.com/biz/l-mawby-vineyards-suttons-bay,https://www.tripadvisor.com/Attraction_Review-g42743-d2290474,https://untappd.com/w/mawby/272550,44.913676,-85.65229
30,2017,🏆 Winner,Orchard Hill Cider Mill,Ten66 Pommeau,New York,East,465,Orchard Hill Cider Mill,Cider,Active,https://orchardhillcidermill.com/,,https://www.instagram.com/orchardhillny/,https://maps.google.com/?cid=639324896791929360,https://www.yelp.com/biz/orchard-hill-cider-mill-new-hampton,https://www.tripadvisor.com/Attraction_Review-g48237-d8567457,https://untappd.com/w/orchard-hill-cider-mill/115211,41.402871,-74.403127
31,2017,🏆 Winner,Scar of the Sea Wines,Hopped Cider,California,West,549,Scar of the Sea,Wine,Active,http://www.scaroftheseawines.com/,,https://www.instagram.com/scar_of_the_sea/,https://maps.google.com/?cid=7351321639088748491,,,https://untappd.com/w/scar-of-the-sea-wines/130497,34.893598,-120.299626
32,2017,🏆 Winner,Slyboro Cider House,La Sainte Terre,New York,East,567,Slyboro Ciderhouse,Cider,Active,,https://www.facebook.com/slyborociderhouse/,,https://maps.google.com/?cid=15135981072993122340,https://www.yelp.com/biz/hicks-orchard-granville,https://www.tripadvisor.com/Attraction_Review-g47814-d7138901,https://untappd.com/w/slyboro-cider-house/18728,43.411532,-73.330994
33,2017,🏆 Winner,Snowdrift Cider Co.,Reserve Perry,Washington,North,570,Snowdrift Cider Co.,Cider,Active,https://www.snowdriftcider.com/,https://www.facebook.com/snowdriftcider,https://www.instagram.com/snowdriftciderco/,https://maps.google.com/?cid=18339570792633761066,https://www.yelp.com/biz/snowdrift-cider-east-wenatchee,,https://untappd.com/w/snowdrift-cider-co/8545,47.400586,-120.178628
34,2017,🏆 Winner,Snowdrift Cider Co.,Pommeau,Washington,North,570,Snowdrift Cider Co.,Cider,Active,https://www.snowdriftcider.com/,https://www.facebook.com/snowdriftcider,https://www.instagram.com/snowdriftciderco/,https://maps.google.com/?cid=18339570792633761066,https://www.yelp.com/biz/snowdrift-cider-east-wenatchee,,https://untappd.com/w/snowdrift-cider-co/8545,47.400586,-120.178628
35,2017,🏆 Winner,Whitewood Cider,Gibb's Farm Single Farm,Washington,North,682,Whitewood Cider Co.,Cider,Active,https://www.whitewoodcider.com/,https://www.facebook.com/WhitewoodCider/,https://www.instagram.com/wwcider/,https://maps.google.com/?cid=17959127106154260964,https://www.yelp.com/biz/whitewood-cider-co-tasting-room-olympia,,https://untappd.com/w/whitewood-cider-co/9380,47.0456687,-122.8933489
36,2017,🏅 Finalist,Bad Seed Hard Cider,IPC,New York,East,112,Bad Seed Cider,Cider,Active,http://www.badseedhardcider.com/,,https://www.instagram.com/badseedcider/,https://maps.google.com/?cid=8137566765799910733,https://www.yelp.com/biz/bad-seed-cider-company-highland,https://www.tripadvisor.com/Attraction_Review-g47892-d8621979,https://untappd.com/w/bad-seed-cider-co/31780,41.686007,-73.996418
37,2017,🏅 Finalist,Big B's,Chester Hoppearcot,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
38,2017,🏅 Finalist,Big B's,Bourbon Barrel Pommeau,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
39,2017,🏅 Finalist,Castle Hill Cider,1764,Virginia,South,185,Castle Hill Cider,Cider,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303,38.0888889,-78.2908333
40,2017,🏅 Finalist,Castle Hill Cider,Levity,Virginia,South,185,Castle Hill Cider,Cider,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303,38.0888889,-78.2908333
41,2017,🏅 Finalist,Eve's Cidery,2015 Darling Creek,New York,East,265,Eve's Cidery,Cider,Active,http://www.evescidery.com/,https://www.facebook.com/evescidery/,https://www.instagram.com/evescidery/,https://maps.google.com/?cid=1539722496531765665,,,https://untappd.com/w/eves-cidery/5396,42.187393,-76.564673
42,2017,🏅 Finalist,Far West Cider Co.,Pink Cascade,California,West,933,Far West Cider,Cider,Active,http://farwestcider.com/,https://www.facebook.com/FarWestCider/,https://www.instagram.com/farwestcider/,https://maps.google.com/?cid=3187943752465403398,https://www.yelp.com/biz/far-west-cider-co-richmond,,https://untappd.com/FarWestCiderCo,37.9052441,-122.3648724
43,2017,🏅 Finalist,Far West Cider Co.,San Joaquin Sparkler,California,West,933,Far West Cider,Cider,Active,http://farwestcider.com/,https://www.facebook.com/FarWestCider/,https://www.instagram.com/farwestcider/,https://maps.google.com/?cid=3187943752465403398,https://www.yelp.com/biz/far-west-cider-co-richmond,,https://untappd.com/FarWestCiderCo,37.9052441,-122.3648724
44,2017,🏅 Finalist,Finnriver Farm & Cidery,Apple Blueberry,Washington,North,276,Finnriver Farm & Cidery,Cider,Active,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008,48.0097371,-122.7694043
45,2017,🏅 Finalist,Humboldt Cider Company,3 Amigos,California,West,342,Humboldt Cider Company,Cider,Active,,https://www.facebook.com/HumboldtCider/,https://www.instagram.com/humboldtcidercompany/,https://maps.google.com/?cid=9833726366522566502,https://www.yelp.com/biz/humboldt-cider-eureka,,https://untappd.com/w/humboldt-cider-company/169054,40.7817209,-124.1298735
46,2017,🏅 Finalist,Scar of the Sea,California Hard Cider,California,West,549,Scar of the Sea,Wine,Active,http://www.scaroftheseawines.com/,,https://www.instagram.com/scar_of_the_sea/,https://maps.google.com/?cid=7351321639088748491,,,https://untappd.com/w/scar-of-the-sea-wines/130497,34.893598,-120.299626
47,2017,🏅 Finalist,Scar of the Sea,Newtown Pippin Hard Cider,California,West,549,Scar of the Sea,Wine,Active,http://www.scaroftheseawines.com/,,https://www.instagram.com/scar_of_the_sea/,https://maps.google.com/?cid=7351321639088748491,,,https://untappd.com/w/scar-of-the-sea-wines/130497,34.893598,-120.299626
48,2017,🏅 Finalist,Whitewood Cider Co.,Newtown Pippin Single Varietal,Washington,North,682,Whitewood Cider Co.,Cider,Active,https://www.whitewoodcider.com/,https://www.facebook.com/WhitewoodCider/,https://www.instagram.com/wwcider/,https://maps.google.com/?cid=17959127106154260964,https://www.yelp.com/biz/whitewood-cider-co-tasting-room-olympia,,https://untappd.com/w/whitewood-cider-co/9380,47.0456687,-122.8933489
49,2017,🏅 Finalist,Wrangletown Cider Company,Feisty Dog Orchard,California,West,701,Wrangletown Cider Company,Cider,Inactive,https://www.wrangletowncidercompany.com/,https://www.facebook.com/WrangletownCiderCompany,https://www.instagram.com/wrangletown_cider/,https://maps.google.com/?cid=666976479590707488,,https://www.tripadvisor.com/Attraction_Review-g29106-d13478606,https://untappd.com/w/wrangletown-cider-company/233181,40.87026,-124.09237
50,2018,🏆 Winner,Big B’s Hard Cider,Chester Hoppearcot,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
51,2018,🏆 Winner,Big B’s Hard Cider,Grand Cru Ciaison,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
52,2018,🏆 Winner,Big Fish Cider,Allegheny Gold,Virginia,South,127,Big Fish Cider Co.,Cider,Active,http://www.bigfishcider.com/,https://www.facebook.com/BigFishCider/,https://www.instagram.com/big_fish_cider/,https://maps.google.com/?cid=10686446551531832863,https://www.yelp.com/biz/big-fish-cider-monterey,https://www.tripadvisor.com/Attraction_Review-g57982-d10413095,https://untappd.com/w/big-fish-cider-co/202963,38.412304,-79.58293
53,2018,🏆 Winner,Castle Hill,Levity,Virginia,South,185,Castle Hill Cider,Cider,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303,38.0888889,-78.2908333
54,2018,🏆 Winner,Castle Hill,Serendipity,Virginia,South,185,Castle Hill Cider,Cider,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303,38.0888889,-78.2908333
55,2018,🏆 Winner,Dragon’s Head Cider,Traditional Cider,Washington,North,244,Dragon's Head Cider,Cider,Active,http://www.dragonsheadcider.com/,,https://www.instagram.com/dragonsheadcider/,https://maps.google.com/?cid=2526574753760904159,https://www.yelp.com/biz/dragons-head-cider-vashon,,https://untappd.com/w/dragons-head-cider/36168,47.441428,-122.473876
56,2018,🏆 Winner,Dragon’s Head Cider,Perry,Washington,North,244,Dragon's Head Cider,Cider,Active,http://www.dragonsheadcider.com/,,https://www.instagram.com/dragonsheadcider/,https://maps.google.com/?cid=2526574753760904159,https://www.yelp.com/biz/dragons-head-cider-vashon,,https://untappd.com/w/dragons-head-cider/36168,47.441428,-122.473876
57,2018,🏆 Winner,Ethic Ciders,Golden Rule,California,West,263,Ethic Ciders,Cider,Active,https://ethicciders.com/,,https://www.instagram.com/ethicciders/,https://maps.google.com/?cid=8690271967777704135,https://www.yelp.com/biz/ethic-ciders-sebastopol,,https://untappd.com/w/ethic-ciders/355517,38.4257764,-122.8569459
58,2018,🏆 Winner,Fable Farm Fermentory,Pronoia,Vermont,East,267,Fable Farm Fermentory,Cider,Active,http://fablefarmfermentory.com/,,https://www.instagram.com/fablefarm,https://maps.google.com/?cid=14696832772230359937,,,https://untappd.com/w/fable-farm-and-fermentory/169332,43.74077,-72.590858
59,2018,🏆 Winner,Far West Cider Co,Proper Dry,California,West,933,Far West Cider,Cider,Active,http://farwestcider.com/,https://www.facebook.com/FarWestCider/,https://www.instagram.com/farwestcider/,https://maps.google.com/?cid=3187943752465403398,https://www.yelp.com/biz/far-west-cider-co-richmond,,https://untappd.com/FarWestCiderCo,37.9052441,-122.3648724
60,2018,🏆 Winner,Far West Cider Co,You've Guava Be Kidding Me,California,West,933,Far West Cider,Cider,Active,http://farwestcider.com/,https://www.facebook.com/FarWestCider/,https://www.instagram.com/farwestcider/,https://maps.google.com/?cid=3187943752465403398,https://www.yelp.com/biz/far-west-cider-co-richmond,,https://untappd.com/FarWestCiderCo,37.9052441,-122.3648724
61,2018,🏆 Winner,Finnriver Farm & Cidery,Blue Hewe,Washington,North,276,Finnriver Farm & Cidery,Cider,Active,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008,48.0097371,-122.7694043
62,2018,🏆 Winner,Foggy Ridge Cider,First Fruit,Virginia,South,1872,Foggy Ridge Cider,Cider,Inactive,http://www.foggyridgecider.com/,https://www.facebook.com/FoggyRidgeCider,,https://maps.google.com/?cid=7835090811724058382,https://www.yelp.com/biz/foggy-ridge-cider-dugspur,,https://untappd.com/brewery/5494,36.7672784,-80.5290282
63,2018,🏆 Winner,Lassen Traditional Cider,Newtown Pippin,California,West,380,Lassen Traditional Cider,Cider,Active,https://www.lassencider.com/,https://www.facebook.com/lassencider/,https://www.instagram.com/lassencider/,https://maps.google.com/?cid=10315637006146688710,,,https://untappd.com/w/lassen-traditional-cidery/297567,39.714697,-121.820272
64,2018,🏆 Winner,Shacksbury,Shacksbury Dry,Vermont,East,557,Shacksbury Cider,Cider,Active,http://www.shacksbury.com/,,https://www.instagram.com/shacksbury/,https://maps.google.com/?cid=3671325142868281556,https://www.yelp.com/biz/shacksbury-cider-vergennes,https://www.tripadvisor.com/Attraction_Review-g57429-d12946890,https://untappd.com/w/shacksbury-cider/129613,44.177191,-73.245354
65,2018,🏆 Winner,South Hill Cider,Soundpost,New York,East,578,South Hill Cider,Cider,Active,http://www.southhillcider.com/,https://www.facebook.com/SouthHillCider,https://www.instagram.com/southhillcider/,https://maps.google.com/?cid=12183207821191518039,https://www.yelp.com/biz/south-hill-cider-ithaca,https://www.tripadvisor.com/Attraction_Review-g47958-d19354538,https://untappd.com/w/south-hill-cider/162707,42.3915,-76.522136
66,2018,🏆 Winner,Stem Ciders,Colorado Heritage Blend,Colorado,Central,592,Stem Ciders,Cider,Active,http://stemciders.com/,https://www.facebook.com/stemciders/,https://www.instagram.com/stemciders/,https://maps.google.com/?cid=14948853403840338868,https://www.yelp.com/biz/stem-ciders-denver,https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132,https://untappd.com/w/stem-ciders/102829,39.761635,-104.983791
67,2018,🏆 Winner,WildCraft Cider Works,Sage,Oregon,North,688,WildCraft Cider Works,Cider,Active,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780,44.055602,-123.097306
68,2018,🏅 Finalist,Angry Orchard,First Flora,New York,East,87,Angry Orchard,Cider,Active,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692
69,2018,🏅 Finalist,Dragon’s Head Cider,Wild Fermented Cider,Washington,North,244,Dragon's Head Cider,Cider,Active,http://www.dragonsheadcider.com/,,https://www.instagram.com/dragonsheadcider/,https://maps.google.com/?cid=2526574753760904159,https://www.yelp.com/biz/dragons-head-cider-vashon,,https://untappd.com/w/dragons-head-cider/36168,47.441428,-122.473876
70,2018,🏅 Finalist,Eden Ice Cider Company,2015 Honey Crisp Iced Cider,Vermont,East,255,Eden Ciders,Cider,Active,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108,44.935976,-72.209246
