ID,Year,Award,Producer,Product,State,WID,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude
15,2024,🏆 Winner,Snow Capped Cider,Porters Perfection,Colorado,569,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
16,2024,🏆 Winner,Snow Capped Cider,Winesap,Colorado,569,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
17,2024,🏆 Winner,Two Broads Ciderworks,I Feel Pretty,California,654,https://twobroadscider.com/,https://www.facebook.com/twobroadscider/,https://www.instagram.com/twobroadscider/,https://maps.google.com/?cid=14445203383659538831,https://www.yelp.com/biz/two-broads-ciderworks-san-luis-obispo,,https://untappd.com/w/two-broads-ciderworks/366709,35.259662,-120.644957
18,2024,🏆 Winner,Wise Bird Cider Co.,Holy Beez Orchard,Kentucky,697,https://www.wisebirdcider.com/,https://www.facebook.com/wisebirdciderco,https://www.instagram.com/wisebirdcider/,https://maps.google.com/?cid=15445502611486474709,https://www.yelp.com/biz/wise-bird-cider-lexington-2,https://www.tripadvisor.com/Attraction_Review-g39588-d17700703,https://untappd.com/WiseBirdCiderCo,38.055559,-84.517713
19,2024,🏅 Finalist,Bauman’s Cider Co.,Reine des Pommes,Oregon,118,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
20,2024,🏅 Finalist,Kristof Farms,Orchard Cider,Oregon,2039,https://www.kristoffarms.com/,https://www.facebook.com/KristofFarms/,https://www.instagram.com/kristoffarms/,,,,https://untappd.com/w/kristof-farms/524122,45.3833849,-123.153384
21,2024,🏅 Finalist,Liberty Ciderworks,Golden Russet,Washington,387,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,47.655356,-117.418438
22,2024,🏅 Finalist,Mount Diablo Cider Company,Sparkling McIntosh,California,1908,https://www.mountdiablocider.com/,https://www.facebook.com/mountdiablocider,https://www.instagram.com/mountdiablocider/,,,,https://untappd.com/w/mount-diablo-cider-company/527606,37.9025575,-122.0944769
23,2024,🏅 Finalist,Snow Capped Cider,Akane,Colorado,569,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
24,2024,🏅 Finalist,Snow Capped Cider,Elevation 6642′,Colorado,569,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
25,2024,🏅 Finalist,Wise Bird Cider Co.,Pommeau,Kentucky,697,https://www.wisebirdcider.com/,https://www.facebook.com/wisebirdciderco,https://www.instagram.com/wisebirdcider/,https://maps.google.com/?cid=15445502611486474709,https://www.yelp.com/biz/wise-bird-cider-lexington-2,https://www.tripadvisor.com/Attraction_Review-g39588-d17700703,https://untappd.com/WiseBirdCiderCo,38.055559,-84.517713
