Medalist,Region,Year,🏆 Platinum,🥇🥇 Double Gold,🥇 Gold,🥈 Silver,🥉 Bronze,Judges' Pick,Total,First,Last,Years,City,Region,Country,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
Blossom Barn Cidery,Oregon,2019,0,0,0,0,0,1,1,2019,2019,1,Grants Pass,Oregon,USA,Active,https://www.blossombarncidery.com/,https://www.facebook.com/Blossombarncidery/,https://www.instagram.com/blossombarncidery/,https://maps.google.com/?cid=14832421242351860515,https://www.yelp.com/biz/blossom-barn-cidery-grants-pass,https://www.tripadvisor.com/Attraction_Review-g51891-d26498347,https://untappd.com/BlossomBarnCidery
Brotherhood Winery,New York,2019,0,0,0,0,0,1,1,2019,2022,2,Washingtonville,New York,USA,Active,http://www.brotherhood-winery.com/,,,https://maps.google.com/?cid=14879175529322157336,https://www.yelp.com/biz/brotherhood-americas-oldest-winery-washingtonville,https://www.tripadvisor.com/Attraction_Review-g48806-d263783,https://untappd.com/w/standard-cider-company/82912
Chatter Creek Winery,Washington,2019,0,0,0,0,0,1,1,2018,2019,2,Woodinville,Washington,USA,Inactive,,,,,,,
Cider Creek Hard Cider,New York,2019,0,0,0,0,0,1,1,2018,2019,2,Canisteo,New York,USA,Active,http://www.cidercreekhardcider.com/,,https://www.instagram.com/cidercreekhardcider/,https://maps.google.com/?cid=7573055340708815679,,https://www.tripadvisor.com/Attraction_Review-g47410-d9865677,https://untappd.com/w/cider-creek-hard-cider/124038
Citizen Cider,Vermont,2019,0,0,0,0,0,1,1,2017,2019,2,Burlington,Vermont,USA,Active,https://www.citizencider.com/,https://www.facebook.com/citizencider,https://www.instagram.com/citizencider/,https://maps.google.com/?cid=705537445817027258,https://www.yelp.com/biz/citizen-cider-burlington,https://www.tripadvisor.com/Restaurant_Review-g57201-d6924616,https://untappd.com/w/citizen-cider/24209
Coyote Hole Craft Beverages,Virginia,2019,0,0,0,0,0,1,1,2019,2019,1,Mineral,Virginia,USA,Active,http://www.coyotehole.com/,https://www.facebook.com/CoyoteHole/,https://www.instagram.com/CoyoteHole/,https://maps.google.com/?cid=3893841626353972834,https://www.yelp.com/biz/coyote-hole-ciderworks-mineral,https://www.tripadvisor.com/Attraction_Review-g57973-d12510904,https://untappd.com/w/coyote-hole-ciderworks/327669
Eaglemount Wine & Cider,Washington,2019,0,0,0,0,0,1,1,2019,2019,1,Port Townsend,Washington,USA,Active,https://eaglemountwinery.com/,https://www.facebook.com/eaglemountwineandcider/,https://www.instagram.com/p/CKHZN9pLKw-/,https://maps.google.com/?cid=8669789097383487844,https://www.yelp.com/biz/eaglemount-wine-and-cider-port-townsend-2,https://www.tripadvisor.com/Attraction_Review-g58687-d25451008,https://untappd.com/w/eaglemount-wine-and-cider/9836
Independent Perry,Washington,2019,0,0,0,0,0,1,1,2019,2019,1,Dryden,Washington,USA,Active,,https://www.facebook.com/IndependentPerry,https://www.instagram.com/independentperry/,,,,https://untappd.com/Independent_Cider
Lake Chelan Winery,Washington,2019,0,0,0,0,0,1,1,2018,2023,4,Chelan,Washington,USA,Active,https://lakechelanwinery.com/,https://www.facebook.com/LakeChelanWinery/,https://www.instagram.com/lakechelanwinery/,https://maps.google.com/?cid=14575106688846373159,https://www.yelp.com/biz/lake-chelan-winery-chelan,https://www.tripadvisor.com/Restaurant_Review-g58395-d2291863,https://untappd.com/w/washington-gold-cider/21191
Noble Cider,North Carolina,2019,0,0,0,0,0,1,1,2017,2024,7,Asheville,North Carolina,USA,Active,http://www.noblecider.com/,https://www.facebook.com/NobleCider,https://www.instagram.com/noble_cider/,https://maps.google.com/?cid=10806279487860629423,https://www.yelp.com/biz/noble-cider-asheville,https://www.tripadvisor.com/Attraction_Review-g60742-d8604019,https://untappd.com/w/noble-cider/77407
Potter's Craft Cider,Virginia,2019,0,0,0,0,0,1,1,2019,2019,1,Charlottesville,Virginia,USA,Active,https://potterscraftcider.com/,https://www.facebook.com/potterscraftcider,https://www.instagram.com/potterscraftcider/,https://maps.google.com/?cid=5866852060832925678,https://www.yelp.com/biz/potters-craft-cider-charlottesville-2,https://www.tripadvisor.com/Attraction_Review-g57592-d19722718,https://untappd.com/w/potters-craft-cider/30119
Sidra Fanjul,Asturias,2019,0,0,0,0,0,1,1,2019,2020,2,Siero,Asturias,Spain,Active,https://www.sidrafanjul.com/,https://www.facebook.com/Sidra-Fanjul-216579291699190/,https://www.instagram.com/sidrafanjul/,https://maps.google.com/?cid=10647391104326148313,,,https://untappd.com/w/sidra-fanjul/57758
Snow Capped Cider,Colorado,2019,0,0,0,0,0,1,1,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
Starcut Ciders,Michigan,2019,0,0,0,0,0,1,1,2019,2019,1,Bellaire,Michigan,USA,Active,http://starcutciders.com/,https://www.facebook.com/starcutcidersmi,https://www.instagram.com/starcutciders/,https://maps.google.com/?cid=2440791440580754774,https://www.yelp.com/biz/shorts-brewing-company-bellaire-2,https://www.tripadvisor.com/Restaurant_Review-g41979-d1182151,https://untappd.com/w/starcut-ciders/168123
Union Hill Cider Company,Washington,2019,0,0,0,0,0,1,1,2019,2024,5,East Wenatchee,Washington,USA,Active,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo
Urban Tree Hard Cider,Georgia,2019,0,0,0,0,0,1,1,2018,2022,4,Atlanta,Georgia,USA,Active,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,https://maps.google.com/?cid=8193144976879641306,https://www.yelp.com/biz/urban-tree-cidery-atlanta,https://www.tripadvisor.com/Attraction_Review-g60898-d10201793,https://untappd.com/w/urban-tree-cidery/260157
Winsome Ciderworks,Oregon,2019,0,0,0,0,0,1,1,2019,2019,1,Woodinville,Oregon,USA,Active,https://www.winsomeciderworks.com/,https://www.facebook.com/winsomeciderworks/,https://www.instagram.com/winsomeciderworks/,,,,https://untappd.com/WinsomeCiderworks
Tieton Cider Works,Washington,2020,1,0,1,1,0,3,6,2017,2024,6,Yakima,Washington,USA,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
Gowan's Heirloom Ciders,California,2020,1,1,0,1,0,1,4,2017,2020,3,Philo,California,USA,Active,http://www.gowansheirloomcider.com/,https://www.facebook.com/gowanscider/,https://www.instagram.com/gowanscider/,https://maps.google.com/?cid=14585432541984297394,https://www.yelp.com/biz/gowan-s-cider-philo,https://www.tripadvisor.com/Attraction_Review-g32878-d23631277,https://untappd.com/w/gowans-hard-cider/200818
Botanist & Barrel,North Carolina,2020,0,1,0,2,0,1,4,2020,2024,4,Cedar Grove,North Carolina,USA,Active,https://www.botanistandbarrel.com/,,https://www.instagram.com/botanistandbarrel/,https://maps.google.com/?cid=1902463006194094884,https://www.yelp.com/biz/botanist-and-barrel-cedar-grove,https://www.tripadvisor.com/Attraction_Review-g49015-d13544284,https://untappd.com/w/botanist-barrel/356633
Union Hill Cider Company,Washington,2020,0,1,0,1,0,2,4,2019,2024,5,East Wenatchee,Washington,USA,Active,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo
Offset Ciderworks,Washington,2020,0,0,1,0,0,3,4,2020,2024,3,Seattle,Washington,USA,Active,https://shopoffsetciderworks.com/,https://www.facebook.com/offsetciderworks/,https://www.instagram.com/offsetciderworks/,,,,https://untappd.com/w/offset-ciderworks/502452
1911 Established,New York,2020,1,1,1,0,0,0,3,2019,2024,5,Marietta,New York,USA,Active,http://1911established.com/,,https://www.instagram.com/1911established/,https://maps.google.com/?cid=13706571465768596510,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121
Dragon's Head Cider,Washington,2020,1,1,0,1,0,0,3,2017,2022,4,Vashon,Washington,USA,Active,http://www.dragonsheadcider.com/,,https://www.instagram.com/dragonsheadcider/,https://maps.google.com/?cid=2526574753760904159,https://www.yelp.com/biz/dragons-head-cider-vashon,,https://untappd.com/w/dragons-head-cider/36168
Finnriver Farm & Cidery,Washington,2020,1,0,0,0,0,2,3,2020,2022,2,Chimacum,Washington,USA,Active,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008
St. Vrain Cidery,Colorado,2020,1,0,0,0,0,2,3,2020,2020,1,Longmont,Colorado,USA,Active,http://www.stvraincidery.com/,https://www.facebook.com/stvraincidery/,https://www.instagram.com/stvraincidery/,https://maps.google.com/?cid=17224865106599925771,https://www.yelp.com/biz/st-vrain-cidery-longmont,https://www.tripadvisor.com/Attraction_Review-g33527-d12173022,https://untappd.com/w/st-vrain-cidery/316114
Black Apple Hard Cider,Arkansas,2020,0,2,1,0,0,0,3,2020,2024,3,Springdale,Arkansas,USA,Active,https://www.blackapplehardcider.com/,https://www.facebook.com/blackapplecrossing/,https://www.instagram.com/blackapplehardcider/,https://maps.google.com/?cid=5449257929643515916,https://www.yelp.com/biz/black-apple-crossing-springdale,https://www.tripadvisor.com/Attraction_Review-g31931-d8814858,https://untappd.com/w/black-apple-crossing/211057
Thor's Hard Cider,Minnesota,2020,0,1,2,0,0,0,3,2020,2023,3,Stillwater,Minnesota,USA,Active,https://www.thorshardcider.com/,https://www.facebook.com/thorshardcider/,https://www.instagram.com/thorshardcider/,https://maps.google.com/?cid=16250618587804183842,https://www.yelp.com/biz/aamodts-apple-farm-stillwater,https://www.tripadvisor.com/Attraction_Review-g43552-d7146001,https://untappd.com/w/thors-hard-cider/345130
Yankee Cider Company,Connecticut,2020,0,1,0,2,0,0,3,2020,2020,1,East Haddam,Connecticut,USA,Active,https://www.yankeeciders.com/,https://www.facebook.com/profile.php?id=100049181935260,https://www.instagram.com/yankeeciderco/,https://maps.google.com/?cid=15772292386605807717,https://www.yelp.com/biz/staehly-farm-and-winery-east-haddam,https://www.tripadvisor.com/Attraction_Review-g33764-d8747571,https://untappd.com/w/yankee-cider-co/366657
Cider Corps,Arizona,2020,0,1,0,0,0,2,3,2020,2020,1,Mesa,Arizona,USA,Active,https://cidercorpsaz.com/,https://www.facebook.com/cidercorps/,https://www.instagram.com/cidercorps/,https://maps.google.com/?cid=9593182908980696987,https://www.yelp.com/biz/cider-corps-mesa-5,https://www.tripadvisor.com/Attraction_Review-g31281-d13003044,https://untappd.com/CiderCorps
Channel Marker Cider,Washington,2020,0,0,1,1,0,1,3,2020,2020,1,Seattle,Washington,USA,Active,http://www.channelmarkercider.com/,https://www.facebook.com/channelmarkercider,https://www.instagram.com/channelmarkercider/,https://maps.google.com/?cid=11770320813087999732,https://www.yelp.com/biz/channel-marker-cider-seattle,,https://untappd.com/ChannelMarkerCider
Herb's Cider,Washington,2020,1,1,0,0,0,0,2,2019,2020,2,Bellingham,Washington,USA,Inactive,,,,,,,
Vergers Petit et Fils,Quebec,2020,1,1,0,0,0,0,2,2020,2020,1,Mont-Saint-Hilaire,Quebec,Canada,Active,https://www.auxvergerspetit.com/,https://www.facebook.com/vergerspetit,https://www.instagram.com/vergerspetit/,https://maps.google.com/?cid=5431180529715913738,https://www.yelp.com/biz/les-vergers-petit-et-fils-mont-saint-hilaire,https://www.tripadvisor.com/Attraction_Review-g1593038-d4922048,https://untappd.com/w/les-vergers-petit-et-fils/82272
EdenVale Winery,Oregon,2020,1,0,1,0,0,0,2,2017,2020,3,Medford,Oregon,USA,Active,http://www.edenvalewines.com/,https://www.facebook.com/EdenValeWinery,https://www.instagram.com/edenvalewinery/,https://maps.google.com/?cid=1337477973398359922,https://www.yelp.com/biz/edenvale-winery-medford-2,https://www.tripadvisor.com/Attraction_Review-g51965-d534330,https://untappd.com/w/edenvale-winery/343164
Sidra Riestra,Asturias,2020,1,0,1,0,0,0,2,2019,2020,2,Sariego,Asturias,Spain,Active,http://www.sidrariestra.com/,https://www.facebook.com/SidraRiestra,https://www.instagram.com/sidrariestra/,https://maps.google.com/?cid=2253085342105400787,,,https://untappd.com/w/riestra/70601
California Cider Company,California,2020,1,0,0,1,0,0,2,2020,2022,2,Sebastopol,California,USA,Active,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331
6 Mile Cellars,Pennsylvania,2020,1,0,0,0,0,1,2,2020,2020,1,Erie,Pennsylvania,USA,Active,http://6milecellars.com/,https://www.facebook.com/OldSnapperHardCider/,https://www.instagram.com/6milewines/,https://maps.google.com/?cid=15280001282992311542,https://www.yelp.com/biz/6-mile-cellars-erie,https://www.tripadvisor.com/Attraction_Review-g52607-d3579319,https://untappd.com/w/6-mile-cellars/138134
Big B's Hard Cider,Colorado,2020,1,0,0,0,0,1,2,2017,2020,4,Hotchkiss,Colorado,USA,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389
Glacial Till Vineyard & Winery,Nebraska,2020,1,0,0,0,0,1,2,2020,2023,3,Ashland,Nebraska,USA,Active,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758
Wise Bird Cider,Kentucky,2020,1,0,0,0,0,1,2,2020,2020,1,Lexington,Kentucky,USA,Active,https://www.wisebirdcider.com/,https://www.facebook.com/wisebirdciderco,https://www.instagram.com/wisebirdcider/,https://maps.google.com/?cid=15445502611486474709,https://www.yelp.com/biz/wise-bird-cider-lexington-2,https://www.tripadvisor.com/Attraction_Review-g39588-d17700703,https://untappd.com/WiseBirdCiderCo
Tulip Valley Vineyard & Orchard,Washington,2020,0,1,1,0,0,0,2,2020,2020,1,Mt Vernon,Washington,USA,Active,http://www.tulipvalley.net/,,,https://maps.google.com/?cid=5991272797234687283,https://www.yelp.com/biz/tulip-valley-vineyard-and-orchard-mount-vernon-3,https://www.tripadvisor.com/Attraction_Review-g58622-d1153194,https://untappd.com/w/red-barn-cider/3919
Snow Capped Cider,Colorado,2020,0,1,0,0,0,1,2,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
Diskin Cider,Tennessee,2020,0,0,1,0,0,1,2,2019,2022,3,Nashville,Tennessee,USA,Active,http://www.diskincider.com/,,https://www.instagram.com/diskincider/,https://maps.google.com/?cid=5465208715637137113,,,https://untappd.com/w/diskin-cider/341259
Ragged Hill Cider,Massachusetts,2020,0,0,1,0,0,1,2,2018,2020,3,West Brookfield,Massachusetts,USA,Active,https://www.raggedhillcider.com/,https://www.facebook.com/RaggedHillCider/,https://www.instagram.com/raggedhillcider/,https://maps.google.com/?cid=12743756096350248911,https://www.yelp.com/biz/ragged-hill-orchard-west-brookfield,https://www.tripadvisor.com/Attraction_Review-g41900-d13976564,https://untappd.com/w/ragged-hill-cider-company/339946
Threadbare Cider,Pennsylvania,2020,0,0,1,0,0,1,2,2020,2020,1,Pittsburgh,Pennsylvania,USA,Active,https://threadbarecider.com/,https://www.facebook.com/threadbarecider,https://www.instagram.com/threadbarecider/,https://maps.google.com/?cid=7094659481938293243,https://www.yelp.com/biz/threadbare-cider-house-pittsburgh,https://www.tripadvisor.com/Restaurant_Review-g53449-d13206373,https://untappd.com/w/threadbare-cider-house-meadery/365587
Stormalong Cider,Massachusetts,2020,0,0,0,1,0,1,2,2020,2024,3,Sherborn,Massachusetts,USA,Active,https://www.stormalong.com/,https://www.facebook.com/stormalongcider/,https://www.instagram.com/stormalongcider/,https://maps.google.com/?cid=9791117786097773397,,,https://untappd.com/w/stormalong-cider/182598
Bad Granny Hard Cider,Washington,2020,0,0,0,0,0,2,2,2020,2020,1,Chelan,Washington,USA,Inactive,,,,,,,
Fable Farm Fermentory,Vermont,2020,0,0,0,0,0,2,2,2020,2020,1,Royalton,Vermont,USA,Active,http://fablefarmfermentory.com/,,https://www.instagram.com/fablefarm,https://maps.google.com/?cid=14696832772230359937,,,https://untappd.com/w/fable-farm-and-fermentory/169332
Alma Cider,Washington,2020,1,0,0,0,0,0,1,2020,2024,4,Mount Vernon,Washington,USA,Active,https://almacider.com/,https://www.facebook.com/almaciderco/,https://www.instagram.com/almaciderco/,,,,https://untappd.com/w/alma-cider/473877
Castle Hill Cider,Virginia,2020,1,0,0,0,0,0,1,2018,2023,5,Keswick,Virginia,USA,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303
Liquid Alchemy Beverages,Delaware,2020,1,0,0,0,0,0,1,2019,2024,3,Wilmington,Delaware,USA,Active,https://www.liquidalchemybeverages.com/,https://www.facebook.com/LiquidAlchemyBeverages/,https://www.instagram.com/liquidalchemybeverages,https://maps.google.com/?cid=17392171192902258223,https://www.yelp.com/biz/liquid-alchemy-beverages-wilmington,https://www.tripadvisor.com/Attraction_Review-g34059-d12048635,https://untappd.com/w/liquid-alchemy-beverages/224415
Ash & Elm Cider Company,Indiana,2020,0,1,0,0,0,0,1,2020,2020,1,Indianapolis,Indiana,USA,Active,http://www.ashandelmcider.com/,https://www.facebook.com/ashandelmcider/,https://www.instagram.com/ashandelmcider/,https://maps.google.com/?cid=9920873955827748956,https://www.yelp.com/biz/ash-and-elm-cider-co-indianapolis,https://www.tripadvisor.com/Restaurant_Review-g37209-d10761188,https://untappd.com/w/ash-and-elm-cider-co/210468
Fenceline Cider,Colorado,2020,0,1,0,0,0,0,1,2020,2023,2,Mancos,Colorado,USA,Active,https://www.fenceline.co/,https://www.facebook.com/fencelineciderCO/,https://www.instagram.com/fencelinecider/,https://maps.google.com/?cid=10459681325423767911,https://www.yelp.com/biz/fenceline-cider-mancos,https://www.tripadvisor.com/Attraction_Review-g33536-d14931668,https://untappd.com/w/fenceline-cider/396408
Mad Farmer Cider,Michigan,2020,0,1,0,0,0,0,1,2020,2020,1,Detroit,Michigan,USA,Inactive,,,,,,,
Meriwether Cider Company,Idaho,2020,0,1,0,0,0,0,1,2019,2024,5,Garden City,Idaho,USA,Active,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316
Portland Cider Company,Oregon,2020,0,1,0,0,0,0,1,2017,2024,7,Clackamas,Oregon,USA,Active,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
Two K Farms,Michigan,2020,0,1,0,0,0,0,1,2020,2020,1,Suttons Bay,Michigan,USA,Active,http://www.twokfarms.com/,https://www.facebook.com/twokfarms,https://www.instagram.com/twokfarms/,https://maps.google.com/?cid=10000035318484135155,https://www.yelp.com/biz/two-k-farms-cidery-and-winery-suttons-bay-10,https://www.tripadvisor.com/Attraction_Review-g42743-d15263080,https://untappd.com/Two_K_Farms
Blake's Hard Cider Co.,Michigan,2020,0,0,1,0,0,0,1,2017,2024,7,Armada,Michigan,USA,Active,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334
Cinder Block Brewery,Missouri,2020,0,0,1,0,0,0,1,2020,2024,2,North Kansas City,Missouri,USA,Active,http://cinderblockbrewery.com/,https://www.facebook.com/CinderBlockBrew,https://www.instagram.com/cinderblockbrew/,https://maps.google.com/?cid=4218455807249820375,https://www.yelp.com/biz/cinder-block-brewery-north-kansas-city,https://www.tripadvisor.com/Attraction_Review-g44733-d8434786,https://untappd.com/w/cinder-block-brewery/38127
Madrone Cellars & Cider,Washington,2020,0,0,1,0,0,0,1,2020,2023,2,Friday Harbor,Washington,USA,Active,https://madronecellars.com/,https://www.facebook.com/madronecellars,https://www.instagram.com/madronecellars_cider/,https://maps.google.com/?cid=4819408985436567114,https://www.yelp.com/biz/madrone-cellars-and-cider-friday-harbor,https://www.tripadvisor.com/Attraction_Review-g60957-d21166624,https://untappd.com/MadroneCider
Rootwood Cider Co.,Washington,2020,0,0,1,0,0,0,1,2018,2024,5,Manson,Washington,USA,Active,http://www.rootwoodcider.com/,https://www.facebook.com/rootwoodciderco/,https://www.instagram.com/rootwoodcider/,https://maps.google.com/?cid=1905642347995959494,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706
Runcible Cider,Oregon,2020,0,0,1,0,0,0,1,2018,2023,4,Mosier,Oregon,USA,Active,https://www.runciblecider.com/,https://www.facebook.com/runciblecider/,https://www.instagram.com/runciblecider/,https://maps.google.com/?cid=15182592417091165603,https://www.yelp.com/biz/runcible-cider-mosier-2,,https://untappd.com/w/runcible-cider/332214
Russell Orchards,Massachusetts,2020,0,0,1,0,0,0,1,2020,2022,2,Ipswich,Massachusetts,USA,Active,http://www.russellorchards.com/,https://www.facebook.com/russellorchards,,https://maps.google.com/?cid=11665460520789308482,https://www.yelp.com/biz/russell-orchards-ipswich,https://www.tripadvisor.com/Attraction_Review-g41626-d1099823,https://untappd.com/w/russell-orchards/19236
Arsenal Cider House,Pennsylvania,2020,0,0,0,1,0,0,1,2018,2020,3,Pittsburgh,Pennsylvania,USA,Active,https://www.arsenalciderhouse.com/lawrenceville/,https://www.facebook.com/ArsenalCider,https://www.instagram.com/arsenalcider/,https://maps.google.com/?cid=3302243150360255083,https://www.yelp.com/biz/arsenal-cider-house-and-wine-cellar-pittsburgh,https://www.tripadvisor.com/Attraction_Review-g53449-d4558019,https://untappd.com/w/arsenal-cider-house/12282
Bent Ladder,Ohio,2020,0,0,0,1,0,0,1,2020,2023,2,Doylestown,Ohio,USA,Active,http://bentladder.com/,https://www.facebook.com/bentladder,https://www.instagram.com/bentladder/,https://maps.google.com/?cid=5886580381731979881,https://www.yelp.com/biz/rittman-orchard-rittman,https://www.tripadvisor.com/Attraction_Review-g50283-d1977165,https://untappd.com/w/bent-ladder/295757
Island Orchard Cider,Wisconsin,2020,0,0,0,1,0,0,1,2018,2024,4,Ellison Bay,Wisconsin,USA,Active,http://islandorchardcider.com/,https://www.facebook.com/IslandOrchardCider,https://www.instagram.com/islandorchardcider/,https://maps.google.com/?cid=8005585823394699432,https://www.yelp.com/biz/island-orchard-cider-ellison-bay,https://www.tripadvisor.com/Attraction_Review-g59859-d4554998,https://untappd.com/w/island-orchard-cider/36898
North Canyon Cider Company,California,2020,0,0,0,1,0,0,1,2019,2024,5,Camino,California,USA,Active,http://northcanyoncider.com/,https://www.facebook.com/NorthCanyonCiderCo,https://www.instagram.com/NorthCanyonCider,https://maps.google.com/?cid=15474272377040798709,https://www.yelp.com/biz/north-canyon-cider-company-camino-2,,https://untappd.com/w/north-canyon-cider-co/366979
Pivot Brewing Company,Kentucky,2020,0,0,0,1,0,0,1,2020,2020,1,Lexington,Kentucky,USA,Active,https://www.pivotbrewingcompany.com/,https://www.facebook.com/pivotbrewing,,https://maps.google.com/?cid=15702696097796258691,https://www.yelp.com/biz/pivot-brewing-company-lexington,https://www.tripadvisor.com/Attraction_Review-g39588-d11444619,https://untappd.com/PivotBrewingCo
Saro Cider,Nebraska,2020,0,0,0,1,0,0,1,2019,2020,2,Lincoln,Nebraska,USA,Active,https://sarocider.com/,https://www.facebook.com/4SaroCider,https://www.instagram.com/sarocider/,https://maps.google.com/?cid=14239117714929818609,https://www.yelp.com/biz/saro-cider-lincoln,https://www.tripadvisor.com/Restaurant_Review-g45667-d15141590,https://untappd.com/w/saro-cider/407311
Sidra Fanjul,Asturias,2020,0,0,0,1,0,0,1,2019,2020,2,Siero,Asturias,Spain,Active,https://www.sidrafanjul.com/,https://www.facebook.com/Sidra-Fanjul-216579291699190/,https://www.instagram.com/sidrafanjul/,https://maps.google.com/?cid=10647391104326148313,,,https://untappd.com/w/sidra-fanjul/57758
Sidra Somarroza,Cantabria,2020,0,0,0,1,0,0,1,2020,2020,1,Renedo de Piélagos,Cantabria,Spain,Active,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,,https://untappd.com/w/somarroza/147830
SLO Cider,California,2020,0,0,0,1,0,0,1,2020,2022,2,San Luis Obispo,California,USA,Active,https://slociderco.com/,https://www.facebook.com/slocider,https://www.instagram.com/slocider/,https://maps.google.com/?cid=4158762377659265691,https://www.yelp.com/biz/slo-cider-san-luis-obispo,https://www.tripadvisor.com/Restaurant_Review-g33026-d23965592,https://untappd.com/SLOCider
Twin Sisters Brewing Company,Washington,2020,0,0,0,1,0,0,1,2020,2022,2,Bellingham,Washington,USA,Active,https://www.twinsistersbrewing.com/,https://www.facebook.com/twinsistersbrewing/,https://www.instagram.com/twinsistersbrewingcompany/,https://maps.google.com/?cid=5725739708017976130,https://www.yelp.com/biz/twin-sisters-brewing-company-and-bellingham-beer-garden-bellingham,https://www.tripadvisor.com/Restaurant_Review-g58350-d15045978,https://untappd.com/TwinSistersBrewingCompany
Wyndridge Farm,Pennsylvania,2020,0,0,0,1,0,0,1,2020,2020,1,Dallastown,Pennsylvania,USA,Active,https://wyndridge.com/,https://www.facebook.com/WyndridgeFarm,https://www.instagram.com/wyndridgefarm/,https://maps.google.com/?cid=5379105300822108832,https://www.yelp.com/biz/wyndridge-farm-dallastown,https://www.tripadvisor.com/Restaurant_Review-g52464-d7149899,https://untappd.com/w/wyndridge-farm/98011
