Year,Category,Medalist,Region,Medal,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
2017,Cidre Artisanal ou de Marque Demi-Sec,Cidre Fournier,Normandy,🥈 Argent,Active,"<a href=""https://www.cidre-fournier.com/"">Website</a>","<a href=""https://www.facebook.com/cidrefournier"">Facebook</a>","<a href=""https://www.instagram.com/cidrefournier/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13822741997025402443"">Google</a>",,"<a href=""https://untappd.com/w/cidre-fournier/304628"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Demi-Sec,Cidre Le Brun,Brittany,🥈 Argent,Active,"<a href=""https://cidrelebrun.com/"">Website</a>",,"<a href=""https://www.instagram.com/cidrelebrun"">Instagram</a>","<a href=""https://maps.google.com/?cid=5387381455239409930"">Google</a>",,"<a href=""https://untappd.com/brewery/31897"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Doux,Brasseries & Cidreries de Milly,Hauts-de-France,🥇 Or,Active,"<a href=""https://bcmilly.com/"">Website</a>","<a href=""https://www.facebook.com/BrasseriesDeMilly/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5318378777475279780"">Google</a>",,"<a href=""https://untappd.com/w/brasseries-cidreries-de-milly/13703"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Doux,Cidrerie Château Lézergué,Brittany,🥇 Or,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Doux,Les Celliers Associés,Brittany,🥇 Or,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Doux,Loïc Raison,Brittany,🥇 Or,Active,"<a href=""https://www.loicraison.fr/"">Website</a>","<a href=""https://www.facebook.com/CidreLoicRaison/"">Facebook</a>","<a href=""https://www.instagram.com/loicraison/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15768587504697904757"">Google</a>",,"<a href=""https://untappd.com/w/loic-raison/18640"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Doux,Cidre Le Brun,Brittany,🥈 Argent,Active,"<a href=""https://cidrelebrun.com/"">Website</a>",,"<a href=""https://www.instagram.com/cidrelebrun"">Instagram</a>","<a href=""https://maps.google.com/?cid=5387381455239409930"">Google</a>",,"<a href=""https://untappd.com/brewery/31897"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Doux,Cidrerie Château Lézergué,Brittany,🥈 Argent,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Doux,Cidrerie La Ruaudaie,Brittany,🥈 Argent,Active,,"<a href=""https://www.facebook.com/Cidrerie.La.Ruaudaie"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=9093489147196571898"">Google</a>",,"<a href=""https://untappd.com/w/la-ruaudaie/92611"">Untappd</a>"
2017,Cidre Artisanal ou de Marque Doux,Cidre Sorre,Brittany,🥉 Bronze,Active,"<a href=""https://www.cidre-sorre.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieSorre/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriesorre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3277478841126723957"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-sorre/16758"">Untappd</a>"
2017,Cidre Cornouaille AOP,Cidre Le Brun,Brittany,🥈 Argent,Active,"<a href=""https://cidrelebrun.com/"">Website</a>",,"<a href=""https://www.instagram.com/cidrelebrun"">Instagram</a>","<a href=""https://maps.google.com/?cid=5387381455239409930"">Google</a>",,"<a href=""https://untappd.com/brewery/31897"">Untappd</a>"
2017,Cidre Cornouaille AOP,Cidrerie de Menez-Brug,Brittany,🥉 Bronze,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
2017,Cidre de Bretagne IGP Brut,Cidrerie de Boäl,Brittany,🥈 Argent,Active,"<a href=""https://cidreriedeboal.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11931011628979336491"">Google</a>",,"<a href=""https://untappd.com/w/le-cellier-de-bo-l/215761"">Untappd</a>"
2017,Cidre de Bretagne IGP Brut,Cidrerie La Ruaudaie,Brittany,🥈 Argent,Active,,"<a href=""https://www.facebook.com/Cidrerie.La.Ruaudaie"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=9093489147196571898"">Google</a>",,"<a href=""https://untappd.com/w/la-ruaudaie/92611"">Untappd</a>"
2017,Cidre de Bretagne IGP Brut,Maison Kerloïck,Brittany,🥉 Bronze,Active,"<a href=""https://www.kerloick.bzh/"">Website</a>","<a href=""https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/"">Facebook</a>","<a href=""https://www.instagram.com/maison_kerloick/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8360416368856844083"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-kerloick/400998"">Untappd</a>"
2017,Cidre de Bretagne IGP Demi-Sec,Cidrerie de Boäl,Brittany,🥈 Argent,Active,"<a href=""https://cidreriedeboal.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11931011628979336491"">Google</a>",,"<a href=""https://untappd.com/w/le-cellier-de-bo-l/215761"">Untappd</a>"
2017,Cidre de Bretagne IGP Demi-Sec,Cidres Nicol,Brittany,🥉 Bronze,Active,"<a href=""https://www.cidres-nicol.bzh/"">Website</a>","<a href=""https://www.facebook.com/CidresNicol"">Facebook</a>","<a href=""https://www.instagram.com/la_cidrerie_nicol/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3722769551030161998"">Google</a>",,"<a href=""https://untappd.com/CidrerieNICOL"">Untappd</a>"
2017,Cidre de Bretagne IGP Doux,Cidre Sorre,Brittany,🥇 Or,Active,"<a href=""https://www.cidre-sorre.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieSorre/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriesorre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3277478841126723957"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-sorre/16758"">Untappd</a>"
2017,Cidre de Bretagne IGP Doux,Cidrerie Kerné,Brittany,🥇 Or,Active,"<a href=""https://www.cidre-kerne.bzh/"">Website</a>","<a href=""https://www.facebook.com/cidrekerne/"">Facebook</a>","<a href=""https://www.instagram.com/cidrekerne/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10998184529652347583"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-kerne/49751"">Untappd</a>"
2017,Cidre de Bretagne IGP Doux,Cidrerie Château Lézergué,Brittany,🥉 Bronze,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2017,Cidre de Normandie IGP Brut,Domaine des 5 D,Normandy,🥇 Or,Active,"<a href=""http://cidreriedaufresne.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069411953752"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8401719320995507859"">Google</a>",,"<a href=""https://untappd.com/CidrerieDaufresne"">Untappd</a>"
2017,Cidre de Normandie IGP Brut,Les Celliers Associés,Brittany,🥇 Or,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
2017,Cidre de Normandie IGP Brut,Les Celliers Associés,Brittany,🥈 Argent,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
2017,Cidre de Normandie IGP Demi-Sec,Domaine Duclos Fougeray,Normandy,🥈 Argent,Active,"<a href=""https://www.duclosfougeray.com/"">Website</a>","<a href=""https://www.facebook.com/domaine.duclosfougeray"">Facebook</a>","<a href=""https://www.instagram.com/domaine_duclos_fougeray/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12398185041013701779"">Google</a>",,"<a href=""https://untappd.com/brewery/103532"">Untappd</a>"
2017,Cidre de Normandie IGP Demi-Sec,Domaine Sicera,Normandy,🥈 Argent,Active,"<a href=""https://www.sicera.fr/"">Website</a>","<a href=""https://www.facebook.com/cidresicera"">Facebook</a>","<a href=""https://www.instagram.com/domaine_sicera/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5127145163687533245"">Google</a>",,"<a href=""https://untappd.com/w/sicera/345757"">Untappd</a>"
2017,Cidre de Normandie IGP Doux,Domaine des Hauts-Vents,Normandy,🥈 Argent,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
2017,Cidre de Normandie IGP Doux,Le Clos des Citots,Normandy,🥉 Bronze,Active,"<a href=""https://www.leclosdescitots.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066990398769"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3330784351320305206"">Google</a>",,"<a href=""https://untappd.com/w/le-clos-des-citots-gerard-lenormand/87074"">Untappd</a>"
2017,Cidre Fermier Brut,Cidrerie Huby,Brittany,🥇 Or,Active,"<a href=""http://www.cidreriehuby.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreriehuby35/"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_huby/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14757172260846963924"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-huby/351358"">Untappd</a>"
2017,Cidre Fermier Brut,Ferme des Noës,Normandy,🥇 Or,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
2017,Cidre Fermier Brut,La Maison du Cidre,Brittany,🥇 Or,Active,"<a href=""https://www.museeducidre.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100054446516930"">Facebook</a>","<a href=""https://www.instagram.com/lamaisonducidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8243314023255302765"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g7221524-d7220846"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-maison-du-cidre/360621"">Untappd</a>"
2017,Cidre Fermier Brut,Maison Kerloïck,Brittany,🥇 Or,Active,"<a href=""https://www.kerloick.bzh/"">Website</a>","<a href=""https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/"">Facebook</a>","<a href=""https://www.instagram.com/maison_kerloick/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8360416368856844083"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-kerloick/400998"">Untappd</a>"
2017,Cidre Fermier Brut,Cidrerie Benoit,Brittany,🥈 Argent,Active,"<a href=""https://www.cidreriebenoit.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieBenoit/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=2837012515774011484"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-benoit/548797"">Untappd</a>"
2017,Cidre Fermier Brut,Cidrerie Benoit,Brittany,🥈 Argent,Active,"<a href=""https://www.cidreriebenoit.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieBenoit/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=2837012515774011484"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-benoit/548797"">Untappd</a>"
2017,Cidre Fermier Brut,Ferme du Theil,Pays de la Loire,🥈 Argent,Active,"<a href=""https://www.fermedutheil.com/"">Website</a>","<a href=""https://www.facebook.com/fermedutheil"">Facebook</a>","<a href=""https://www.instagram.com/fermedutheil/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11988918544771126641"">Google</a>",,"<a href=""https://untappd.com/w/gaec-rouland-ferme-du-theli/138309"">Untappd</a>"
2017,Cidre Fermier Brut,Francis Vallée,Centre-Val de Loire,🥈 Argent,Active,,,,,,"<a href=""https://untappd.com/w/francis-vallee/339822"">Untappd</a>"
2017,Cidre Fermier Brut,La Charterie,Normandy,🥈 Argent,Active,,"<a href=""https://www.facebook.com/p/Cidre-la-Charterie-100063765540203/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=15951067020462590657"">Google</a>",,"<a href=""https://untappd.com/w/pascal-beaumesnil/142429"">Untappd</a>"
2017,Cidre Fermier Brut,Musée du Cidre,Brittany,🥈 Argent,Active,"<a href=""https://www.museeducidre.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100080860116653"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=15427737681446787065"">Google</a>",,"<a href=""https://untappd.com/w/musee-du-cidre/352344"">Untappd</a>"
2017,"Cidre Fermier Demi-Sec ",Cidre Le Brun,Brittany,🥈 Argent,Active,"<a href=""https://cidrelebrun.com/"">Website</a>",,"<a href=""https://www.instagram.com/cidrelebrun"">Instagram</a>","<a href=""https://maps.google.com/?cid=5387381455239409930"">Google</a>",,"<a href=""https://untappd.com/brewery/31897"">Untappd</a>"
2017,"Cidre Fermier Demi-Sec ",Cidrerie Château Lézergué,Brittany,🥈 Argent,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2017,"Cidre Fermier Demi-Sec ",Cidrerie Huby,Brittany,🥈 Argent,Active,"<a href=""http://www.cidreriehuby.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreriehuby35/"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_huby/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14757172260846963924"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-huby/351358"">Untappd</a>"
2017,"Cidre Fermier Demi-Sec ",Ferme des Noës,Normandy,🥈 Argent,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
2017,"Cidre Fermier Demi-Sec ",Les Vergers du Quesnay,Normandy,🥈 Argent,Active,"<a href=""https://www.lesvergersduquesnay.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100058435991351"">Facebook</a>","<a href=""https://www.instagram.com/les_vergers_du_quesnay/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15904214834922492181"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-du-quesnay/228234"">Untappd</a>"
2017,"Cidre Fermier Demi-Sec ",Domaine des Hauts-Vents,Normandy,🥉 Bronze,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
2017,"Cidre Fermier Demi-Sec ",Le Clos des Citots,Normandy,🥉 Bronze,Active,"<a href=""https://www.leclosdescitots.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066990398769"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3330784351320305206"">Google</a>",,"<a href=""https://untappd.com/w/le-clos-des-citots-gerard-lenormand/87074"">Untappd</a>"
2017,"Cidre Fermier Doux ",Ferme Saint Charles,Pays de la Loire,🥇 Or,Active,"<a href=""https://www.fermesaintcharles.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069349890721"">Facebook</a>","<a href=""https://www.instagram.com/ferme_saint_charles/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3373440369955425792"">Google</a>",,"<a href=""https://untappd.com/w/ferme-saint-charles/416358"">Untappd</a>"
2017,"Cidre Fermier Doux ",Cidrerie Benoit,Brittany,🥈 Argent,Active,"<a href=""https://www.cidreriebenoit.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieBenoit/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=2837012515774011484"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-benoit/548797"">Untappd</a>"
2017,"Cidre Fermier Doux ",Domaine des Hauts-Vents,Normandy,🥈 Argent,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
2017,"Cidre Fermier Doux ",La Belle Vilaine,Brittany,🥈 Argent,Active,,,,"<a href=""https://maps.google.com/?cid=5696528707638308410"">Google</a>",,"<a href=""https://untappd.com/w/la-belle-vilaine/353880"">Untappd</a>"
2017,"Cidre Fermier Doux ",Cidre de Brocéliande,Brittany,🥉 Bronze,Active,"<a href=""https://cidre-breton.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100064718610464"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedebroceliande/"">Instagram</a>","<a href=""https://maps.google.com/?cid=531489837427288496"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12449841-d16844210"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-du-pays-de-broceliande/158895"">Untappd</a>"
2017,"Cidre Fermier Doux ",Ferme du Theil,Pays de la Loire,🥉 Bronze,Active,"<a href=""https://www.fermedutheil.com/"">Website</a>","<a href=""https://www.facebook.com/fermedutheil"">Facebook</a>","<a href=""https://www.instagram.com/fermedutheil/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11988918544771126641"">Google</a>",,"<a href=""https://untappd.com/w/gaec-rouland-ferme-du-theli/138309"">Untappd</a>"
2017,Cidre Pays d'Auge AOP,Domaine de la Galotière,Normandy,🥈 Argent,Active,"<a href=""https://www.lagalotiere.fr/"">Website</a>","<a href=""https://www.facebook.com/lagalotiere"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3334578271943351430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g608796-d12550194"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-de-la-galotiere/38855"">Untappd</a>"
2017,Cidre Pays d'Auge AOP,Les Vergers du Chouquet,Normandy,🥈 Argent,Active,,,,"<a href=""https://maps.google.com/?cid=4633427283115041645"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-du-chouquet/50301"">Untappd</a>"
2017,Poiré Brut,Domaine Duclos Fougeray,Normandy,🥈 Argent,Active,"<a href=""https://www.duclosfougeray.com/"">Website</a>","<a href=""https://www.facebook.com/domaine.duclosfougeray"">Facebook</a>","<a href=""https://www.instagram.com/domaine_duclos_fougeray/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12398185041013701779"">Google</a>",,"<a href=""https://untappd.com/brewery/103532"">Untappd</a>"
2017,Poiré Doux,Les Celliers Associés,Brittany,🥇 Or,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
2017,Poiré Doux,Les Celliers Associés,Brittany,🥇 Or,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
2017,Poiré Doux,Cidre Fournier,Normandy,🥈 Argent,Active,"<a href=""https://www.cidre-fournier.com/"">Website</a>","<a href=""https://www.facebook.com/cidrefournier"">Facebook</a>","<a href=""https://www.instagram.com/cidrefournier/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13822741997025402443"">Google</a>",,"<a href=""https://untappd.com/w/cidre-fournier/304628"">Untappd</a>"
2018,Cidre Artisanal ou de Marque Brut,Cidre Séhédic,Brittany,🥇 Or,Active,"<a href=""https://www.cidre-sehedic.fr/"">Website</a>","<a href=""https://www.facebook.com/cidresehedic/"">Facebook</a>","<a href=""https://www.instagram.com/cidresehedic"">Instagram</a>","<a href=""https://maps.google.com/?cid=9273404757209871069"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g672967-d12699265"">TripAdvisor</a>","<a href=""https://untappd.com/cidresehedic"">Untappd</a>"
