Year,Style,Medalist,Entry,Region,Award,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2014,Specialty Cider,Tieton Cider Works,Tieton Wind,Washington,🥉 Bronze,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2014,English Dry Cider,Merridale Ciderworks,Merridale Monarch,British Columbia,🥈 Silver,https://www.merridale.ca/,https://www.facebook.com/merridalecider,https://www.instagram.com/merridalecider/,https://maps.google.com/?cid=14311203607332957022,https://www.yelp.com/biz/merridale-cobble-hill,https://www.tripadvisor.com/Attraction_Review-g1392612-d1735378,https://untappd.com/w/merridale-ciderworks/11650
2014,Hopped Cider,Square Mile Cider,Square Mile Spur & Vine,Oregon,🥈 Silver,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,,,https://untappd.com/w/square-mile-cider-co/62094
2014,Hopped Cider,Wandering Aengus Ciderworks,Anthem Hops,Oregon,🥉 Bronze,,,,,,,
2014,Spiced/Herbed Cider,Apple Outlaw,Apple Bandit Ginger Bite,Oregon,🥈 Silver,http://www.appleoutlaw.com/,https://www.facebook.com/appleoutlaw/,https://www.instagram.com/appleoutlaw/,https://maps.google.com/?cid=5850813650004409160,,,https://untappd.com/w/apple-outlaw-cider/167265
2014,Spiced/Herbed Cider,Tieton Cider Works,Holiday Cheer,Washington,🥉 Bronze,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2015,Modern Dry Cider,Wandering Aengus Ciderworks,Anthem Hops,Oregon,🥇 Gold,,,,,,,
2015,Modern Dry Cider,2 Towns Ciderhouse,Bright Cider,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2015,Modern Dry Cider,WildCraft Cider Works,Hard Cider,Oregon,🥉 Bronze,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780
2015,Modern Sweet Cider,Schilling Cider,Gold,Washington,🥉 Bronze,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413
2015,Heritage Dry Cider,2 Towns Ciderhouse,Riverwood Brut 2013,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2015,Heritage Dry Cider,Left Field Cider Co.,Little Dry,British Columbia,🥉 Bronze,http://www.leftfieldcider.com/,https://www.facebook.com/leftfieldcider,https://www.instagram.com/leftfieldcider/,https://maps.google.com/?cid=2952880485422961840,https://www.yelp.com/biz/left-field-cider-company-logan-lake-2,https://www.tripadvisor.com/Attraction_Review-g1579868-d14910348,https://untappd.com/w/left-field-cider-co/34132
2015,Heritage Sweet Cider,Wandering Aengus Ciderworks,Bloom,Oregon,🥈 Silver,,,,,,,
2015,English Dry Cider,Hedgerow Cidery,Blue Butterfly,Oregon,🥈 Silver,,,,,,,
2015,English Dry Cider,Cider Riot!,1763,Oregon,🥉 Bronze,,,,,,,
2015,Hopped Cider,Apple Outlaw,Tangerine Twist,Oregon,🥇 Gold,http://www.appleoutlaw.com/,https://www.facebook.com/appleoutlaw/,https://www.instagram.com/appleoutlaw/,https://maps.google.com/?cid=5850813650004409160,,,https://untappd.com/w/apple-outlaw-cider/167265
2015,Hopped Cider,2 Towns Ciderhouse,Bright Cider,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2015,Hopped Cider,Hopworks Urban Brewery,HUB Hopped Cider,Oregon,🥉 Bronze,http://hopworksbeer.com/,https://www.facebook.com/HopworksBeer,https://www.instagram.com/hopworksbeer,https://maps.google.com/?cid=12310474527095469991,https://www.yelp.com/biz/hopworks-urban-brewery-portland,https://www.tripadvisor.com/Restaurant_Review-g52024-d1118479,https://untappd.com/w/hopworks-urban-brewery/678
2015,Wild/Non-Sac Cider,2 Towns Ciderhouse,Afton Field 2013,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2015,Spiced/Herbed Cider,Apple Outlaw,Ginger Bite,Oregon,🥇 Gold,http://www.appleoutlaw.com/,https://www.facebook.com/appleoutlaw/,https://www.instagram.com/appleoutlaw/,https://maps.google.com/?cid=5850813650004409160,,,https://untappd.com/w/apple-outlaw-cider/167265
2015,Spiced/Herbed Cider,Schilling Cider,Ginger Cider,Washington,🥉 Bronze,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413
2015,Wood/Oaked Cider,Finnriver Farm & Cidery,Finnriver Oak and Apple,Washington,🥇 Gold,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008
2015,Wood/Oaked Cider,Whitewood Cider Co.,Whitewood Barrel,Washington,🥉 Bronze,https://www.whitewoodcider.com/,https://www.facebook.com/WhitewoodCider/,https://www.instagram.com/wwcider/,https://maps.google.com/?cid=17959127106154260964,https://www.yelp.com/biz/whitewood-cider-co-tasting-room-olympia,,https://untappd.com/w/whitewood-cider-co/9380
2015,Fruit Cider,Seattle Cider Company,Berry,Washington,🥇 Gold,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2015,Fruit Cider,Alter Ego Cider,“The Guardian Angel” Blueberry Pomegranate Cider,Oregon,🥈 Silver,,,,,,,
2015,Fruit Cider,Bull Run Cider,Bramble Berry,Oregon,🥉 Bronze,http://www.bullruncider.com/,https://www.facebook.com/Cider,https://www.instagram.com/bullruncider/,https://maps.google.com/?cid=13917891364878698013,https://www.yelp.com/biz/bull-run-cider-forest-grove,,https://untappd.com/w/bull-run-cider/58380
2015,Modern Perry,Left Field Cider Co.,Pear Dry,British Columbia,🥇 Gold,http://www.leftfieldcider.com/,https://www.facebook.com/leftfieldcider,https://www.instagram.com/leftfieldcider/,https://maps.google.com/?cid=2952880485422961840,https://www.yelp.com/biz/left-field-cider-company-logan-lake-2,https://www.tripadvisor.com/Attraction_Review-g1579868-d14910348,https://untappd.com/w/left-field-cider-co/34132
2015,Modern Perry,Seattle Cider Company,Perry 2014,Washington,🥈 Silver,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2016,English Dry Cider,Cider Riot!,1763,Oregon,🥇 Gold,,,,,,,
2016,English Dry Cider,Liberty Ciderworks,Porter’s Perfection Single Varietal,Washington,🥉 Bronze,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336
2016,English Sweet Cider,Slake Cider,Citizen,Oregon,🥉 Bronze,,,,,,,
2016,Fruit Cider,Bull Run Cider,Strawberry Fields,Oregon,🥇 Gold,http://www.bullruncider.com/,https://www.facebook.com/Cider,https://www.instagram.com/bullruncider/,https://maps.google.com/?cid=13917891364878698013,https://www.yelp.com/biz/bull-run-cider-forest-grove,,https://untappd.com/w/bull-run-cider/58380
2016,Fruit Cider,2 Towns Ciderhouse,2 Thorns,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2016,Fruit Cider,Faustino Estate Cidery,Faustino Apple Plum,British Columbia,🥉 Bronze,,,,,,,
2016,Heritage Dry Cider,Apple Outlaw,Wickson,Oregon,🥈 Silver,http://www.appleoutlaw.com/,https://www.facebook.com/appleoutlaw/,https://www.instagram.com/appleoutlaw/,https://maps.google.com/?cid=5850813650004409160,,,https://untappd.com/w/apple-outlaw-cider/167265
2016,Heritage Dry Cider,Wandering Aengus Ciderworks,Wandering Aengus Golden Russet,Oregon,🥉 Bronze,,,,,,,
2016,Heritage Sweet Cider,Twisted Hills Craft Cider,Kingston’s Twist,British Columbia,🥈 Silver,https://www.twistedhills.ca/,https://www.facebook.com/twistedhillscraftcider/,https://www.instagram.com/twistedhillscraftcider,https://maps.google.com/?cid=4618450840438418243,https://www.yelp.com/biz/twisted-hills-craft-cider-cawston,https://www.tripadvisor.com/Attraction_Review-g1059482-d8179333,https://untappd.com/w/twisted-hills-craft-cider/189085
2016,Heritage Sweet Cider,Montana CiderWorks,North Fork Traditional,Montana,🥉 Bronze,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843
2016,Hopped Cider,Square Mile Cider,Spur and Vine,Oregon,🥇 Gold,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,,,https://untappd.com/w/square-mile-cider-co/62094
2016,Hopped Cider,^5 Cider,Strawbasauras Hop,Oregon,🥈 Silver,,,,,,,
2016,Modern Dry Cider,2 Towns Ciderhouse,Riverwood 2013,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2016,Modern Dry Cider,Hopworks Urban Brewery,HUB Hard Cider,Oregon,🥈 Silver,http://hopworksbeer.com/,https://www.facebook.com/HopworksBeer,https://www.instagram.com/hopworksbeer,https://maps.google.com/?cid=12310474527095469991,https://www.yelp.com/biz/hopworks-urban-brewery-portland,https://www.tripadvisor.com/Restaurant_Review-g52024-d1118479,https://untappd.com/w/hopworks-urban-brewery/678
2016,Modern Dry Cider,Faustino Estate Cidery,Faustino Dry Apple,British Columbia,🥉 Bronze,,,,,,,
2016,Modern Perry,Finnriver Farm & Cidery,Perry,Washington,🥇 Gold,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008
2016,Modern Perry,Snowdrift Cider Co.,Seckel Perry,Washington,🥈 Silver,https://www.snowdriftcider.com/,https://www.facebook.com/snowdriftcider,https://www.instagram.com/snowdriftciderco/,https://maps.google.com/?cid=18339570792633761066,https://www.yelp.com/biz/snowdrift-cider-east-wenatchee,,https://untappd.com/w/snowdrift-cider-co/8545
2016,Modern Perry,WildCraft Cider Works,Elderberry Perry,Oregon,🥉 Bronze,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780
2016,Modern Sweet Cider,Montana CiderWorks,Darby Pub Cider,Montana,🥇 Gold,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843
2016,Modern Sweet Cider,Snowdrift Cider Co.,Red,Washington,🥉 Bronze,https://www.snowdriftcider.com/,https://www.facebook.com/snowdriftcider,https://www.instagram.com/snowdriftciderco/,https://maps.google.com/?cid=18339570792633761066,https://www.yelp.com/biz/snowdrift-cider-east-wenatchee,,https://untappd.com/w/snowdrift-cider-co/8545
2016,Modern Sweet Cider,Twisted Hills Craft Cider,Calville’s Winter,British Columbia,🥉 Bronze,https://www.twistedhills.ca/,https://www.facebook.com/twistedhillscraftcider/,https://www.instagram.com/twistedhillscraftcider,https://maps.google.com/?cid=4618450840438418243,https://www.yelp.com/biz/twisted-hills-craft-cider-cawston,https://www.tripadvisor.com/Attraction_Review-g1059482-d8179333,https://untappd.com/w/twisted-hills-craft-cider/189085
2016,Spiced/Herbed Cider,Apple Outlaw,Ginger Bite,Oregon,🥈 Silver,http://www.appleoutlaw.com/,https://www.facebook.com/appleoutlaw/,https://www.instagram.com/appleoutlaw/,https://maps.google.com/?cid=5850813650004409160,,,https://untappd.com/w/apple-outlaw-cider/167265
2016,Spiced/Herbed Cider,Hopworks Urban Brewery,Professor Plum,Oregon,🥉 Bronze,http://hopworksbeer.com/,https://www.facebook.com/HopworksBeer,https://www.instagram.com/hopworksbeer,https://maps.google.com/?cid=12310474527095469991,https://www.yelp.com/biz/hopworks-urban-brewery-portland,https://www.tripadvisor.com/Restaurant_Review-g52024-d1118479,https://untappd.com/w/hopworks-urban-brewery/678
2016,Wood/Oaked Cider,Elk Horn Brewery & Ciderhouse,Bourbon Barrel Wild Cider,Oregon,🥇 Gold,http://www.elkhornbrewery.com/,https://www.facebook.com/elkhornbrewery/,https://www.instagram.com/elk_horn_brewery/,https://maps.google.com/?cid=3806213339852533020,https://www.yelp.com/biz/elk-horn-brewery-eugene-7,https://www.tripadvisor.com/Restaurant_Review-g51862-d7099011,https://untappd.com/w/elk-horn-brewery-and-ciderhouse/153381
2016,Wood/Oaked Cider,Apple Outlaw,Heritage Rye Barrel Aged,Oregon,🥈 Silver,http://www.appleoutlaw.com/,https://www.facebook.com/appleoutlaw/,https://www.instagram.com/appleoutlaw/,https://maps.google.com/?cid=5850813650004409160,,,https://untappd.com/w/apple-outlaw-cider/167265
2016,Wood/Oaked Cider,Finnriver Farm & Cidery,Oak and Apple,Washington,🥉 Bronze,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008
2017,Modern Dry Cider,2 Towns Ciderhouse,Traditions 2015 Riverwood,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2017,Heritage Dry Cider,Western Cider,McIntosh,Montana,🥇 Gold,http://www.westerncider.com/,https://www.facebook.com/westerncider/,https://www.instagram.com/westerncider/,https://maps.google.com/?cid=14623261427414740204,https://www.yelp.com/biz/western-cider-missoula,https://www.tripadvisor.com/Attraction_Review-g45277-d12473667,https://untappd.com/w/western-cider/328334
2017,English Sweet Cider,Montana CiderWorks,North Fork Traditional,Montana,🥇 Gold,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843
2017,Hopped Cider,Square Mile Cider,Hopped Apple Cider,Oregon,🥇 Gold,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,,,https://untappd.com/w/square-mile-cider-co/62094
2017,Spiced/Herbed Cider,Square Mile Cider,Ginger Pear Apple Cider,Oregon,🥇 Gold,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,,,https://untappd.com/w/square-mile-cider-co/62094
2017,Wood/Oaked Cider,Swift Cider,Peach Oak,Oregon,🥇 Gold,https://www.swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,,https://www.yelp.com/biz/swift-cider-portland,,https://untappd.com/w/swift-cider/138445
2017,Fruit Cider,2 Towns Ciderhouse,Flight Of The Kiwi,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2017,Modern Perry,EdenVale Winery,Eden Valley Orchards Pear House Cider,Oregon,🥇 Gold,http://www.edenvalewines.com/,https://www.facebook.com/EdenValeWinery,https://www.instagram.com/edenvalewinery/,https://maps.google.com/?cid=1337477973398359922,https://www.yelp.com/biz/edenvale-winery-medford-2,https://www.tripadvisor.com/Attraction_Review-g51965-d534330,https://untappd.com/w/edenvale-winery/343164
2017,Modern Dry Cider,North Idaho Cider,North Idaho Fresh Apple,Idaho,🥈 Silver,,,,,,,
2017,Modern Sweet Cider,Alter Ego Cider,The Brute,Oregon,🥈 Silver,,,,,,,
2017,Heritage Dry Cider,Liberty Ciderworks,Columbia Crab SV,Washington,🥈 Silver,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336
2017,Heritage Sweet Cider,Montana CiderWorks,Darby Pub Cider,Montana,🥈 Silver,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843
2017,English Dry Cider,Alpenfire Cider,Pirate’s Plank,Washington,🥈 Silver,https://www.alpenfirecider.com/,https://www.facebook.com/alpenfirecider,https://www.instagram.com/alpenfirecider/,https://maps.google.com/?cid=13194604853315575065,https://www.yelp.com/biz/alpenfire-cider-and-orchard-port-townsend,,https://untappd.com/w/alpenfire-cider/12510
2017,Hopped Cider,Swift Cider,Golden Equinox,Oregon,🥈 Silver,https://www.swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,,https://www.yelp.com/biz/swift-cider-portland,,https://untappd.com/w/swift-cider/138445
2017,Wild/Non-Sac Cider,2 Towns Ciderhouse,La Mure,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2017,Spiced/Herbed Cider,Wards Cider,Wards Ginger Apple Cider,British Columbia,🥈 Silver,https://www.wardshardcider.com/,https://www.facebook.com/WardsHardAppleCider/,https://www.instagram.com/WardsCidery/,https://maps.google.com/?cid=16878260899987568393,https://www.yelp.com/biz/the-view-winery-and-vineyard-kelowna,https://www.tripadvisor.com/Attraction_Review-g154933-d3547867,https://untappd.com/w/wards-cidery/134573
2017,Wood/Oaked Cider,Finnriver Farm & Cidery,Firebarrel Cider,Washington,🥈 Silver,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008
2017,Fruit Cider,Bauman's Cider,Peach Raspberry,Oregon,🥈 Silver,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2017,Modern Perry,Tieton Cider Works,Perry,Washington,🥈 Silver,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2017,Modern Dry Cider,Scenic Road Cider Co.,Nearly Dry,British Columbia,🥉 Bronze,https://scenicroadcider.com/,https://www.facebook.com/scenicroadcider/,https://www.instagram.com/scenicroadcider/,https://maps.google.com/?cid=1733637164282947547,https://www.yelp.com/biz/scenic-road-cider-kelowna,https://www.tripadvisor.com/Attraction_Review-g154933-d12829198,https://untappd.com/w/scenic-road-cider-co/271530
2017,Modern Sweet Cider,Portland Cider Company,Apple,Oregon,🥉 Bronze,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
2017,Heritage Dry Cider,Scenic Road Cider Co.,Dry,British Columbia,🥉 Bronze,https://scenicroadcider.com/,https://www.facebook.com/scenicroadcider/,https://www.instagram.com/scenicroadcider/,https://maps.google.com/?cid=1733637164282947547,https://www.yelp.com/biz/scenic-road-cider-kelowna,https://www.tripadvisor.com/Attraction_Review-g154933-d12829198,https://untappd.com/w/scenic-road-cider-co/271530
2017,English Dry Cider,Liberty Ciderworks,Porter’s Perfection SV,Washington,🥉 Bronze,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336
2017,English Sweet Cider,Tieton Cider Works,Wild Washington,Washington,🥉 Bronze,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
