Division,Category,Medalist,Entry,Award,Website,Facebook,Instagram,Google,Untappd
Domestic,Spiced/Botanical Cider,"OK,ADAM",ORIGIN,🥈 SILVER,https://okadamcider.com/,https://www.facebook.com/okadamcider,https://www.instagram.com/ok.adam.cider/,https://maps.google.com/?cid=7241170744099631012,https://untappd.com/w/ok-adam/462743
Domestic,Spiced/Botanical Cider,Shiwa Cidery,Chocolate Hard Cider,🥉 BRONZE,https://shiwacidery.com/,,https://www.instagram.com/shiwacidery/,,https://untappd.com/ShiwaCidery
Domestic,Wood/Barrel-Aged Cider,Mashino Winery,Mashino Premium Cidre,🥈 SILVER,http://www.mashinowine.com/,,,,
Domestic,Wood/Barrel-Aged Cider,Hibi,Ringorillappa Cidre 2022,🥉 BRONZE,https://www.ringorillappa.jp/,https://www.facebook.com/ringo665/,https://www.instagram.com/ringo665/,https://maps.google.com/?cid=14805716827065461071,https://untappd.com/w/ringorillappa/557841
Domestic,Wood/Barrel-Aged Specialty Cider,Son of the Smith Hard Cider,Fresh Hopped Barrel Laundering,🥈 SILVER,https://www.hardcider.jp/,https://www.facebook.com/sonofthesmithhardcider/,https://www.instagram.com/sonofthesmithhardcider/,https://maps.google.com/?cid=17747425634228385236,https://untappd.com/w/son-of-the-smith-hard-cider/405424
Domestic,Wood/Barrel-Aged Specialty Cider,CHILAN,CHILAN Cidre Sauvignon 2022,🥉 BRONZE,https://chilan.jp/,https://www.facebook.com/chilan.hiroshima/,https://www.instagram.com/chilan_hiroshima/,https://maps.google.com/?cid=8276963000507316730,
Domestic,Specialty Cider or Perry,Miyazaki Phoenix Brewing,Berry Cider,🥇 GOLD,,https://www.facebook.com/MIYAZAKIPHOENIXBREWING,https://www.instagram.com/phoenix_brew/,https://maps.google.com/?cid=8594409460059287179,https://untappd.com/w/miyazaki-phoenix-brewing/415948
Domestic,Specialty Cider or Perry,Izumi Brewery,Knuckle Baller,🥈 SILVER,,https://www.facebook.com/izumibrewery,https://www.instagram.com/izumi_brewery/,https://maps.google.com/?cid=9781390219956310609,https://untappd.com/w/izumi-brewery/390232
International,Fortified Cider,Small Acres Cyder,Pommeau 2023 Apple Mistelle,🏆 BEST OF SHOW + 🥇 GOLD,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://untappd.com/brewery/14584
International,Modern Cider (Dry),Heeman’s,Dry Empire,🥇 GOLD,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923
International,Modern Cider (Dry),Il Torsolo,Sidro di Mele Antiche Piemontesi,🥈 SILVER,https://iltorsolo.com/,https://www.facebook.com/iltorsolosrl/,https://www.instagram.com/il_torsolo_srl/,,
International,Modern Cider (Dry),Nightingale Cider,Night Bird,🥈 SILVER,https://www.nightingalecider.com/,https://www.facebook.com/nightingalecider/,https://www.instagram.com/nightingalecider/,https://maps.google.com/?cid=18222564835901017065,https://untappd.com/nightingalecider
International,Modern Cider (Dry),Nightingale Cider,Wild Disco Cider,🥈 SILVER,https://www.nightingalecider.com/,https://www.facebook.com/nightingalecider/,https://www.instagram.com/nightingalecider/,https://maps.google.com/?cid=18222564835901017065,https://untappd.com/nightingalecider
International,Modern Cider (Dry),Portland Cider,Original Gold,🥈 SILVER,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://untappd.com/w/portland-cider-company/56260
International,Modern Cider (Dry),Posdata,Posdata Mexican Classic Red Cider,🥈 SILVER,https://posdatasidra.mx/,https://www.facebook.com/posdatasidra/,https://www.instagram.com/posdatasidra/,https://maps.google.com/?cid=2761632195156432826,https://untappd.com/w/burra-blanca/487481
International,Modern Cider (Dry),Stowe Cider,Tips Up,🥈 SILVER,http://www.stowecider.com/,https://www.facebook.com/StoweCider,https://www.instagram.com/stowecider/,https://maps.google.com/?cid=6993680314169906863,https://untappd.com/w/stowe-cider/78100
International,Modern Cider (Dry),Nightingale Cider,Fledgling no4 Cider,🥉 BRONZE,https://www.nightingalecider.com/,https://www.facebook.com/nightingalecider/,https://www.instagram.com/nightingalecider/,https://maps.google.com/?cid=18222564835901017065,https://untappd.com/nightingalecider
International,Modern Cider (Dry),Stowe Cider,High & Dry,🥉 BRONZE,http://www.stowecider.com/,https://www.facebook.com/StoweCider,https://www.instagram.com/stowecider/,https://maps.google.com/?cid=6993680314169906863,https://untappd.com/w/stowe-cider/78100
International,Modern Cider (Sweet),Small Acres Cyder,Femme Fatale 2023,🏆 BEST IN CLASS + 🥇 GOLD,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://untappd.com/brewery/14584
International,Modern Cider (Sweet),Neon Cider,Neon Cider Apple,🥇 GOLD,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic
International,Modern Cider (Sweet),Bauman’s Cider,Authentic Apple,🥈 SILVER,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872
International,Modern Cider (Sweet),Heeman’s,Empire Cider,🥈 SILVER,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923
International,Modern Cider (Sweet),Original Sin Cider,McIntosh,🥈 SILVER,http://www.origsin.com/,https://www.facebook.com/sincider/,https://www.instagram.com/originalsincider/,,https://untappd.com/w/original-sin/6200
International,Modern Cider (Sweet),Small Acres Cyder,Small Acres Pink Lady,🥈 SILVER,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://untappd.com/brewery/14584
International,Modern Cider (Sweet),JK’s Farmhouse Ciders,JK’s Honeycrisp Haze,🥉 BRONZE,http://jksfarmhouseciders.com/,https://www.facebook.com/jksfarmhouseciders,https://www.instagram.com/jksfarmhouseciders/,https://maps.google.com/?cid=9785317642581217954,https://untappd.com/w/jks-farmhouse-ciders/2931
International,Traditional Cider (Dry),Small Acres Cyder,Kingston Black,🏆 BEST IN CLASS + 🥇 GOLD,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://untappd.com/brewery/14584
International,Traditional Cider (Dry),Bauman’s Cider,Porter’s Perfection,🥇 GOLD,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872
International,Traditional Cider (Dry),Courtney’s of Whimple,Silly Cow,🥈 SILVER,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,
International,Traditional Cider (Sweet),Neon Cider,Heritage Blend – Cellar Series,🏆 BEST IN CLASS + 🥇 GOLD,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic
International,Traditional Cider (Sweet),Bauman’s Cider,Reine des Pommes,🥇 GOLD,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872
International,Traditional Cider (Sweet),Courtney’s of Whimple,Courtney’s Orchard Cider,🥇 GOLD,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,
International,Traditional Cider (Sweet),Teepee Cider,Devon Dapple,🥈 SILVER,https://teepeecider.co.nz/,https://www.facebook.com/artisancider/,https://www.instagram.com/teepee_cider/,https://maps.google.com/?cid=13401732007935491634,https://untappd.com/w/teepee-cider/532265
International,Traditional Perry,Teepee Cider,TeePee Perry 2019 Method Traditional,🥈 SILVER,https://teepeecider.co.nz/,https://www.facebook.com/artisancider/,https://www.instagram.com/teepee_cider/,https://maps.google.com/?cid=13401732007935491634,https://untappd.com/w/teepee-cider/532265
International,Fruit/Blended Cider,JK’s Farmhouse Ciders,JK’s Patriotic Paw Paw,🏆 BEST IN CLASS + 🥇 GOLD,http://jksfarmhouseciders.com/,https://www.facebook.com/jksfarmhouseciders,https://www.instagram.com/jksfarmhouseciders/,https://maps.google.com/?cid=9785317642581217954,https://untappd.com/w/jks-farmhouse-ciders/2931
International,Fruit/Blended Cider,Avid Cider,Blackberry,🥇 GOLD,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://untappd.com/w/atlas-cider-company/65739
International,Fruit/Blended Cider,Bauman’s Cider,Obsidian Blackberry,🥇 GOLD,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872
International,Fruit/Blended Cider,Heeman’s,Berry Blush,🥇 GOLD,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923
International,Fruit/Blended Cider,Neon Cider,Neon Cider Just Peachy,🥇 GOLD,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic
International,Fruit/Blended Cider,Bauman’s Cider,Loganberry Cider,🥈 SILVER,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872
International,Fruit/Blended Cider,Finnriver Farm & Cidery,Black Currant,🥈 SILVER,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://untappd.com/w/finnriver-farm-and-cidery/3008
International,Fruit/Blended Cider,Golden Row Hard Cider,Golden Row Hard Marionberry Cider,🥈 SILVER,https://www.goldenrowcider.com/,,https://www.instagram.com/goldenrowcider/,https://maps.google.com/?cid=2624407193409003107,https://untappd.com/GoldenRow
International,Fruit/Blended Cider,Heeman’s,Strawberry Rhubarb,🥈 SILVER,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923
International,Fruit/Blended Cider,JK’s Farmhouse Ciders,JK’s Traverse City Cherry,🥈 SILVER,http://jksfarmhouseciders.com/,https://www.facebook.com/jksfarmhouseciders,https://www.instagram.com/jksfarmhouseciders/,https://maps.google.com/?cid=9785317642581217954,https://untappd.com/w/jks-farmhouse-ciders/2931
International,Fruit/Blended Cider,La Familia Cider,Guayaba,🥈 SILVER,https://lafamiliacider.com/,https://www.facebook.com/lafamiliacider/,https://www.instagram.com/lafamiliacider/,https://maps.google.com/?cid=3685332940132306085,https://untappd.com/LaFamiliaCider
International,Fruit/Blended Cider,Original Sin Cider,Black Widow,🥉 BRONZE,http://www.origsin.com/,https://www.facebook.com/sincider/,https://www.instagram.com/originalsincider/,,https://untappd.com/w/original-sin/6200
International,Fruit/Blended Cider,TÁLAVA,Apple Cider with Passionfruit,🥉 BRONZE,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,https://untappd.com/TalavasSidrs
International,Hopped Cider,TÁLAVA,Apple Cider with Hops,🥇 GOLD,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,https://untappd.com/TalavasSidrs
International,Spiced/Botanical Cider,Neon Cider,Neon Cider Pandan,🥇 GOLD,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic
International,Spiced/Botanical Cider,Heeman’s,Dutch Crumble,🥈 SILVER,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923
International,Spiced/Botanical Cider,Neon Cider,Neon Cider NLC Lemon Tea Cider,🥈 SILVER,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic
International,Wood/Barrel-Aged Cider,Kristof Farms,Kristof Farms Reserve Cider,🥈 SILVER,https://www.kristoffarms.com/,https://www.facebook.com/KristofFarms/,https://www.instagram.com/kristoffarms/,,https://untappd.com/w/kristof-farms/524122
International,Wood/Barrel-Aged Cider,Nightingale Cider,Song Bird no3 Cider,🥉 BRONZE,https://www.nightingalecider.com/,https://www.facebook.com/nightingalecider/,https://www.instagram.com/nightingalecider/,https://maps.google.com/?cid=18222564835901017065,https://untappd.com/nightingalecider
International,Specialty Cider or Perry,19 Acres Cider,Strawberry Hibiscus,🥈 SILVER,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://untappd.com/19AcresHardCider
