ID,Year,Category,Award,Medalist_Original,Entry,Region,Country,Region_Original,WID,Status,Medalist,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude,Transparency
22,2015,Spiced,🥇 Gold,d's Wicked Cider,Baked Apple,Washington,United States,Washington,229,Active,d's Wicked Cider,http://dswickedcider.com/,https://www.facebook.com/dswickedcider/,https://www.instagram.com/dswickedciderco/,https://maps.google.com/?cid=2860292587896986843,https://www.yelp.com/biz/sun-river-vintners-kennewick,https://www.tripadvisor.com/Attraction_Review-g58536-d13007264,https://untappd.com/w/ds-wicked-cider/158215,46.20084,-119.246466,0
23,2015,Spiced,🥈 Silver,2 Towns Ciderhouse,Serious Scrump,Oregon,United States,Oregon,67,Active,2 Towns Ciderhouse,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185,0
24,2015,Spiced,🥉 Bronze,Jeff Carlson,Westside Sweet Heat,Michigan,United States,Michigan,2575,Inactive,Jeff Carlson,,,,,,,,42.97887,-85.71474,1
25,2015,Anything Goes,🥇 Gold,Vermont Hard Cider,Oopsy Daisy,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
26,2015,Anything Goes,🥈 Silver,Appalachian Mountain Brewing,Cinful Plum,North Carolina,United States,North Carolina,90,Active,Appalachian Mountain Brewery,https://www.amb.beer/,https://www.facebook.com/appalachianmountain.brewery/,https://www.instagram.com/appalachianmountainbrewery/,https://maps.google.com/?cid=5564632093346928631,https://www.yelp.com/biz/appalachian-mountain-brewery-boone,https://www.tripadvisor.com/Attraction_Review-g48975-d4185372,https://untappd.com/w/appalachian-mountain-cidery/199566,36.203368,-81.668439,0
27,2015,Anything Goes,🥉 Bronze,Angry Orchard,Muse,New York,United States,Massachusetts,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
28,2015,Perry,🥇 Gold,California Cider,Ace Perry Hard Cider,California,United States,California,179,Active,ACE Cider,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331,38.423506,-122.849754,0
29,2015,Perry,🥈 Silver,9041-5522 Quebec,London Calling Pear,Quebec,Canada,Canada,3177,Active,Groupe Geloso,https://groupegeloso.com/,https://www.facebook.com/groupegeloso/,,https://maps.google.com/?cid=14532853692172548925,,,https://untappd.com/w/cidre-beaupre-groupe-geloso/21487,45.6109278,-73.6737069,0
30,2015,Perry,🥉 Bronze,Vermont Hard Cider,Wyder's Dry Pear,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
31,2015,Hopped,🥇 Gold,Angry Orchard,Angry Orchard Hop'N Mad Apple,New York,United States,Massachusetts,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
32,2015,Hopped,🥈 Silver,2 Towns Ciderhouse,Imperial Hop & Stalk,Oregon,United States,Oregon,67,Active,2 Towns Ciderhouse,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185,0
33,2015,Hopped,🥉 Bronze,Vermont Hard Cider,Woodchuck Hopsation,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
34,2016,New World Cider,🥇 Gold,Niagara College Teaching Winery,Cider 101,Ontario,Canada,Canada,812,Active,Niagara College Teaching Winery,https://www.ncteachingwinery.ca/,https://www.facebook.com/nctwinery/,https://www.instagram.com/nctwinery/,https://maps.google.com/?cid=2529664632400053188,https://www.yelp.com/biz/niagara-college-teaching-winery-niagara-on-the-lake,https://www.tripadvisor.com/Attraction_Review-g154999-d2414360,https://untappd.com/w/niagara-college-teaching-winery/390649,43.150451,-79.165647,0
35,2016,New World Cider,🥈 Silver,Garage D'or Ciders,Garage D'or Dry Cider,Ontario,Canada,Canada,789,Inactive,Garage D'or Ciders,,,,,,,,43.045335,-79.285449,1
36,2016,New World Cider,🥉 Bronze,Big Hill Ciderworks,Standard,Pennsylvania,United States,Pennsylvania,128,Active,Big Hill Ciderworks,https://www.bighillcider.com/,https://www.facebook.com/BigHillCider/,https://www.instagram.com/bighillciderworks,https://maps.google.com/?cid=11839293456795799865,https://www.yelp.com/biz/big-hill-ciderworks-gardners,https://www.tripadvisor.com/Restaurant_Review-g52702-d24083733,https://untappd.com/w/big-hill-ciderworks/126817,40.0277976,-77.2135009,0
37,2016,English Cider,🥇 Gold,Vermont Cider Company,Gumption Hard Cider,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
38,2016,English Cider,🥈 Silver,Vermont Cider Company,Magners Original Cider,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
39,2016,English Cider,🥉 Bronze,Colorado Cider Company,Ol' Stumpy,Colorado,United States,Colorado,209,Active,Colorado Cider Company,http://www.coloradocider.com/,https://www.facebook.com/coloradocider,https://www.instagram.com/coloradocidercompany/,https://maps.google.com/?cid=9606181927626096546,https://www.yelp.com/biz/colorado-cider-denver,https://www.tripadvisor.com/Attraction_Review-g33388-d8505809,https://untappd.com/w/colorado-cider-company/11426,39.71898,-105.01961,0
40,2016,New World Perry,🥇 Gold,Colorado Cider Company,Pearnickety,Colorado,United States,Colorado,209,Active,Colorado Cider Company,http://www.coloradocider.com/,https://www.facebook.com/coloradocider,https://www.instagram.com/coloradocidercompany/,https://maps.google.com/?cid=9606181927626096546,https://www.yelp.com/biz/colorado-cider-denver,https://www.tripadvisor.com/Attraction_Review-g33388-d8505809,https://untappd.com/w/colorado-cider-company/11426,39.71898,-105.01961,0
41,2016,Traditional Perry,🥇 Gold,Cidrerie Daufresne,Cidrerie Daufresne Poire,Normandy,France,Canada,2178,Active,Domaine des 5 D,http://cidreriedaufresne.com/,https://www.facebook.com/profile.php?id=100069411953752,,https://maps.google.com/?cid=8401719320995507859,,,https://untappd.com/CidrerieDaufresne,49.1786404,0.2045199,0
42,2016,Traditional Perry,🥈 Silver,Dunkerton's,Dunkertons Perry,Herefordshire,England,England,1133,Active,Dunkertons Cider and Perry,https://www.dunkertonscider.co.uk/,https://www.facebook.com/dunkertonsorganiccider/,https://www.instagram.com/dunkertonscider/,https://maps.google.com/?cid=4719921113153419800,,,https://untappd.com/brewery/12988,51.8771374,-2.0279869,0
43,2016,Traditional Perry,🥉 Bronze,Vermont Cider Company,Magners Pear Cider,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
44,2016,New England Cider,🥇 Gold,2 Towns Ciderhouse,Bad Apple,Oregon,United States,Oregon,67,Active,2 Towns Ciderhouse,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185,0
45,2016,New England Cider,🥈 Silver,Angry Orchard Cider Company,Walden Hollow,New York,United States,Massachusetts,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
46,2016,New England Cider,🥉 Bronze,Ace Cider,Ace Space,California,United States,California,179,Active,ACE Cider,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331,38.423506,-122.849754,0
47,2016,Fruit,🥇 Gold,West Avenue Cider,Bohemian Raspberry,Ontario,Canada,Canada,864,Active,West Avenue Cider,https://www.westavenue.ca/,https://www.facebook.com/WestAvenueCider,https://www.instagram.com/westavenuecider/,https://maps.google.com/?cid=2732627738094534556,https://www.yelp.com/biz/west-avenue-cider-house-freelton,https://www.tripadvisor.com/Attraction_Review-g154990-d15192590,https://untappd.com/w/west-avenue-cider/72499,43.3699543,-79.9815735,0
48,2016,Fruit,🥇 Gold,Austin Eastciders,Pineapple,Texas,United States,Texas,104,Active,Austin Eastciders,http://austineastciders.com/,https://www.facebook.com/eastciders/,https://www.instagram.com/eastciders/,https://maps.google.com/?cid=14699519440178528476,https://www.yelp.com/biz/austin-eastciders-collaboratory-austin,https://www.tripadvisor.com/Attraction_Review-g30196-d8561332,https://untappd.com/w/austin-eastciders/18898,30.211595,-97.7404707,0
49,2016,Fruit,🥈 Silver,Common Cider Company,Blood Orange Tangerine,California,United States,California,211,Inactive,Common Cider Company,,,,,,,,38.950812,-121.084227,1
50,2016,Fruit,🥉 Bronze,Ciderboys,Pineapple Hula,Wisconsin,United States,Wisconsin,196,Active,Ciderboys,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552,44.510454,-89.573583,0
51,2016,Fruit and Berry,🥇 Gold,Incline Cider,Marionberry,Washington,United States,Washington,345,Active,Incline Cider Company,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://maps.google.com/?cid=504944612388443997,https://www.yelp.com/biz/incline-cider-house-tacoma,https://www.tripadvisor.com/Attraction_Review-g58775-d22266571,https://untappd.com/w/incline-cider-company/249584,47.307323,-122.228453,0
52,2016,Fruit and Berry,🥈 Silver,401 Brewery,Cranberry Apple Cider,Ontario,Canada,Canada,716,Active,401 Cider Brewery,https://www.401cidercompany.com/,https://www.facebook.com/401CiderBrewery/,https://www.instagram.com/401ciderbrewery/,https://maps.google.com/?cid=15904679425375007750,https://www.yelp.com/biz/the-big-apple-colborne,https://www.tripadvisor.com/Attraction_Review-g5414486-d586711,https://untappd.com/w/401-brewery/207707,44.0219637,-77.9059336,0
53,2016,Fruit and Berry,🥉 Bronze,Green Bench Mead & Cider,Raspberry Rooftop,Florida,United States,Florida,306,Active,Green Bench Brewing Co.,https://www.greenbenchbrewing.com/,https://www.facebook.com/GreenBenchBrewing/,https://www.instagram.com/greenbenchmeadcider/,https://maps.google.com/?cid=4473987284585319628,https://www.yelp.com/biz/green-bench-brewing-company-st-petersburg,https://www.tripadvisor.com/Attraction_Review-g34607-d8505685,https://untappd.com/w/green-bench-mead-cider/184191,27.771864,-82.650644,0
54,2016,Applewine,🥇 Gold,Angry Orchard Cider Company,The Muse,New York,United States,Massachusetts,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
55,2016,Applewine,🥈 Silver,Ace Cider,Ace BlackJack,California,United States,California,179,Active,ACE Cider,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331,38.423506,-122.849754,0
56,2016,Hopped / Herbal,🥇 Gold,Bold Rock Cider,Bold Rock IPA,North Carolina,United States,Virginia,152,Active,Bold Rock Hard Cider,https://boldrock.com/,https://www.facebook.com/BoldRockHardCider/,https://www.instagram.com/boldrockhardcider/,https://maps.google.com/?cid=10604087929796439877,https://www.yelp.com/biz/bold-rock-hard-cider-mills-river-mills-river,https://www.tripadvisor.com/Attraction_Review-g1552723-d8862147,https://untappd.com/v/bold-rock-mills-river-cidery/3954545,35.376397,-82.559219,0
57,2016,Hopped / Herbal,🥈 Silver,Appalachian Mountain Cidery,Mystic Dragon,North Carolina,United States,North Carolina,90,Active,Appalachian Mountain Brewery,https://www.amb.beer/,https://www.facebook.com/appalachianmountain.brewery/,https://www.instagram.com/appalachianmountainbrewery/,https://maps.google.com/?cid=5564632093346928631,https://www.yelp.com/biz/appalachian-mountain-brewery-boone,https://www.tripadvisor.com/Attraction_Review-g48975-d4185372,https://untappd.com/w/appalachian-mountain-cidery/199566,36.203368,-81.668439,0
58,2016,Hopped / Herbal,🥉 Bronze,Big B's Fabulous Juices,Chester Hoppearcot,Colorado,United States,Colorado,126,Active,Big B's Hard Cider,https://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061,0
59,2016,Apple Pie Spiced,🥇 Gold,d's Wicked Cider,Baked Apple,Washington,United States,Washington,229,Active,d's Wicked Cider,http://dswickedcider.com/,https://www.facebook.com/dswickedcider/,https://www.instagram.com/dswickedciderco/,https://maps.google.com/?cid=2860292587896986843,https://www.yelp.com/biz/sun-river-vintners-kennewick,https://www.tripadvisor.com/Attraction_Review-g58536-d13007264,https://untappd.com/w/ds-wicked-cider/158215,46.20084,-119.246466,0
60,2016,Apple Pie Spiced,🥈 Silver,Vermont Cider Company,Woodchuck Seasonal Fall Harvest,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
61,2016,Apple Pie Spiced,🥉 Bronze,Schillings Cider,Spiced Chai,Washington,United States,Washington,550,Active,Schilling Cider,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413,47.347243,-122.233995,0
62,2016,Spiced,🥇 Gold,2 Towns Ciderhouse,Ginga Ninga,Oregon,United States,Oregon,67,Active,2 Towns Ciderhouse,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185,0
63,2016,Spiced,🥈 Silver,Angry Orchard Cider Company,Cinnful Apple,New York,United States,Massachusetts,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
