Year,Style,Medal,Medalist,Entry,Score,Town,Region,Country
2026,Fruit Cider – Sweet,Silver,Tandem Ciders,Peach Jam,,,,
2026,Fruit Cider – Sweet,Silver,Townline Ciderworks,Queen Ann,,,,
2026,Fruit Cider – Sweet,Silver,Uncommon Kin Cidery,Bramble Berry,,,,
2026,Fruit Cider – Sweet,Silver,Vala’s Orchard Cider Co.,Habanango,,,,
2026,Fruit Cider – Sweet,Bronze,2 Towns Ciderhouse,Huckleberry Cosmic Crisp,,,,
2026,Fruit Cider – Sweet,Bronze,2 Towns Ciderhouse,Cellar Series Dragonfruit Agave Lime,,,,
2026,Fruit Cider – Sweet,Bronze,2 Towns Ciderhouse,Prickly Pearadise,,,,
2026,Fruit Cider – Sweet,Bronze,2 Towns Ciderhouse,Golden Lime Cosmic Crisp,,,,
2026,Fruit Cider – Sweet,Bronze,2 Towns Ciderhouse,Sled Zeppelin,,,,
2026,Fruit Cider – Sweet,Bronze,"ACE Cider I, LLC",ACE IMPERIAL RASPBERRY,,,,
2026,Fruit Cider – Sweet,Bronze,"ACE Cider I, LLC",Ace Pineapple Craft Cider,,,,
2026,Fruit Cider – Sweet,Bronze,Angry Orchard Hard Cider Company,Guava Gonna Guava,,,,
2026,Fruit Cider – Sweet,Bronze,Atlanta Hard Cider Co. & Distillery,Blueberry,,,,
2026,Fruit Cider – Sweet,Bronze,Atlanta Hard Cider Co. & Distillery,Peach,,,,
2026,Fruit Cider – Sweet,Bronze,Cambium Cider Co.,Apricot Ginger,,,,
2026,Fruit Cider – Sweet,Bronze,Cider Hill Cellars,Cherry Harvest,,,,
2026,Fruit Cider – Sweet,Bronze,Cidrerie Verger Bilodeau,Tentation,,,,
2026,Fruit Cider – Sweet,Bronze,Cidrerie Verger Bilodeau,Reflet de Cassis,,,,
2026,Fruit Cider – Sweet,Bronze,Crow River Winery,South Fork,,,,
2026,Fruit Cider – Sweet,Bronze,Crow River Winery,Bear Creek,,,,
2026,Fruit Cider – Sweet,Bronze,Door Peninsula Winery & Ciders,Peach Bellini,,,,
2026,Fruit Cider – Sweet,Bronze,Empyrical Orchard & Cidery,Inversion,,,,
2026,Fruit Cider – Sweet,Bronze,Endless Orchard Cider,Radiant Mimosa-Orange,,,,
2026,Fruit Cider – Sweet,Bronze,Eris Brewery And Cider House Llc,BLUSH,,,,
2026,Fruit Cider – Sweet,Bronze,Oak Tree Orchard,The Rural Berry,,,,
2026,Fruit Cider – Sweet,Bronze,Old Mountain Wine Company,Summer Peach,,,,
2026,Fruit Cider – Sweet,Bronze,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Blue Betcha Cider,,,,
2026,Fruit Cider – Sweet,Bronze,Sea Cider,Ruby Rose,,,,
2026,Fruit Cider – Sweet,Bronze,Smokin Banjo Wine Co,Banjo Blues,,,,
2026,Fruit Cider – Sweet,Bronze,Snow Capped Cider,Peach,,,,
2026,Fruit Cider – Sweet,Bronze,Spring Hill Cider Works,Blood Thirsty Hard Cider,,,,
2026,Fruit Cider – Sweet,Bronze,Starfall Cider Co,Imperial White Peach,,,,
2026,Fruit Cider – Sweet,Bronze,Tandem Ciders,Cherry Smackintosh,,,,
2026,Fruit Cider – Sweet,Bronze,Thornbury Craft Co.,Thornbury Cranberry Apple Cider,,,,
2026,Fruit Cider – Sweet,Bronze,Thornbury Craft Co.,Thornbury Wildberry Fusion Cider,,,,
2026,Fruit Cider – Sweet,Bronze,"Valle, Ballina Y Fernández Sa",Gaitero Spanish Cider With Red Grape Juice,,,,
2026,Fruit Cider – Sweet,Bronze,Woodchuck Cider,Slice of Sun,,,,
2026,Fruit Cider – Sweet,Bronze,Woodchuck Cider,Cheeky Cherry,,,,
2026,Fruit Cider – Sweet,Bronze,Woodchuck Cider,Pineapple,,,,
2026,Heirloom Cider – Dry,Gold,Haykin Family Cider,Newtown Pippin,,,,
2026,Heirloom Cider – Dry,Gold,Sea Cider,Pippins,,,,
2026,Heirloom Cider – Dry,Gold,Snow Capped Cider,Calville Blanc d’Hiver,,,,
2026,Heirloom Cider – Dry,Gold,Snow Capped Cider,Kingston Black 26,,,,
2026,Heirloom Cider – Dry,Gold,Snow Capped Cider,Ashmeads Kernel,,,,
2026,Heirloom Cider – Dry,Gold,Etta Place Cidery,All-American Blend,,,,
2026,Heirloom Cider – Dry,Silver,1818 farm & cidery,Golden Child,,,,
2026,Heirloom Cider – Dry,Silver,2 Towns Ciderhouse,15th Anniversary,,,,
2026,Heirloom Cider – Dry,Silver,Alchemy Cider Co.,South of Salem,,,,
2026,Heirloom Cider – Dry,Silver,Angry Orchard Hard Cider Company,Albany Post,,,,
2026,Heirloom Cider – Dry,Silver,Angry Orchard Hard Cider Company,Baldwin TM,,,,
2026,Heirloom Cider – Dry,Silver,Bauman’s Cider,Early Bird,,,,
2026,Heirloom Cider – Dry,Silver,Black Diamond Farm,Hickster,,,,
2026,Heirloom Cider – Dry,Silver,Cambium Cider Co.,Golden Russet,,,,
2026,Heirloom Cider – Dry,Silver,Cider Hill Cellars,Autumn,,,,
2026,Heirloom Cider – Dry,Silver,City Orchard,Ruby Hewe,,,,
2026,Heirloom Cider – Dry,Silver,Crane’s Winery,Bailey Mill Gold,,,,
2026,Heirloom Cider – Dry,Silver,Everleigh Vineyards and Brewing Co,Alpha Cider,,,,
2026,Heirloom Cider – Dry,Silver,Four Phantoms,Rachel’s Lark,,,,
2026,Heirloom Cider – Dry,Silver,Haykin Family Cider,Smokehouse,,,,
2026,Heirloom Cider – Dry,Silver,Haykin Family Cider,Wickson Crabapple,,,,
2026,Heirloom Cider – Dry,Silver,Heeman’s,Swayzie Pomme Grise,,,,
2026,Heirloom Cider – Dry,Silver,Hidden Cave Cidery,Du Nouveau Monde,,,,
2026,Heirloom Cider – Dry,Silver,Indian Ladder Farms Cidery,Golden Boy,,,,
2026,Heirloom Cider – Dry,Silver,Island Orchard Cider,Brut Apple,,,,
2026,Heirloom Cider – Dry,Silver,Michigan Wine Company LLC,Northern Spy Cider,,,,
2026,Heirloom Cider – Dry,Silver,Noble Cider,Harrison,,,,
2026,Heirloom Cider – Dry,Silver,Noble Cider,Bella,,,,
2026,Heirloom Cider – Dry,Silver,Northman Cider Co,Orchard Project #1,,,,
2026,Heirloom Cider – Dry,Silver,Orcas Island Cider,Orchard Cider,,,,
2026,Heirloom Cider – Dry,Silver,Pennings Farm Cidery,Sunsetter,,,,
2026,Heirloom Cider – Dry,Silver,Schilling Cider,Excelsior Imperial Hyper-Dry,,,,
2026,Heirloom Cider – Dry,Silver,Schilling Cider,Sip Society Heirloom Apple,,,,
2026,Heirloom Cider – Dry,Silver,Seminary Hill Orchard & Cidery,Delaware Dry 2023,,,,
2026,Heirloom Cider – Dry,Silver,Snow Capped Cider,Stoke Red,,,,
2026,Heirloom Cider – Dry,Silver,Snow Capped Cider,Ellis Bitter,,,,
2026,Heirloom Cider – Dry,Silver,Snow Capped Cider,Roxbury Russet,,,,
2026,Heirloom Cider – Dry,Silver,Snow Capped Cider,Platinum Elevation Blend,,,,
2026,Heirloom Cider – Dry,Silver,Snow Capped Cider,Newtown Pippin,,,,
2026,Heirloom Cider – Dry,Silver,Snow Capped Cider,Arkansas Black,,,,
2026,Heirloom Cider – Dry,Silver,Stormalong Cider,Kingston Black,,,,
2026,Heirloom Cider – Dry,Silver,Stormalong Cider,Wood Worker,,,,
2026,Heirloom Cider – Dry,Silver,Storum Ranch Cider & Wine,Bitter Wickson Blend,,,,
2026,Heirloom Cider – Dry,Silver,Tandem Ciders,Earnest,,,,
2026,Heirloom Cider – Dry,Silver,Vala’s Orchard Cider Co.,Goldrush Dry,,,,
2026,Heirloom Cider – Dry,Bronze,2 Towns Ciderhouse,2025 Kingston Black Single Variety,,,,
2026,Heirloom Cider – Dry,Bronze,Apple Theory Cidery,Ashmead’s Kernel,,,,
2026,Heirloom Cider – Dry,Bronze,ATHENS WEST END CIDERHOUSE,Kelly’s Dry,,,,
2026,Heirloom Cider – Dry,Bronze,Bee Well Mead And Cider,Synchronicity,,,,
2026,Heirloom Cider – Dry,Bronze,Bee Well Mead And Cider,Wickson,,,,
2026,Heirloom Cider – Dry,Bronze,Bird Dog Cider,2024 American Beauty,,,,
2026,Heirloom Cider – Dry,Bronze,Bird Dog Cider,2024 Country Gold,,,,
2026,Heirloom Cider – Dry,Bronze,Bird Dog Cider,2025 Golden Russet,,,,
2026,Heirloom Cider – Dry,Bronze,Cambium Cider Co.,Traditional Apple,,,,
2026,Heirloom Cider – Dry,Bronze,Cider Hill Cellars,Spring,,,,
2026,Heirloom Cider – Dry,Bronze,City Orchard,Three Russets,,,,
2026,Heirloom Cider – Dry,Bronze,Four Phantoms,McIntosh ‘25,,,,
2026,Heirloom Cider – Dry,Bronze,Grey & Gold Cider,Russet Pet Nat,,,,
2026,Heirloom Cider – Dry,Bronze,Grey & Gold Cider,Estate Heirloom,,,,
2026,Heirloom Cider – Dry,Bronze,Haykin Family Cider,Northern Spy,,,,
2026,Heirloom Cider – Dry,Bronze,Heeman’s,New Traditions,,,,
2026,Heirloom Cider – Dry,Bronze,Ironwood,Bramley 2022,,,,
2026,Heirloom Cider – Dry,Bronze,Island Orchard Cider,Kingston Black,,,,
2026,Heirloom Cider – Dry,Bronze,Little Apple Cidery,Floraison,,,,
2026,Heirloom Cider – Dry,Bronze,Little Apple Cidery,Taconic Gold Dry,,,,
2026,Heirloom Cider – Dry,Bronze,Manoff Market Cidery,Harrison,,,,
2026,Heirloom Cider – Dry,Bronze,Mixed Meadia Wines,Cider Pet-Nat,,,,
2026,Heirloom Cider – Dry,Bronze,Orcas Island Cider,Golden Russet,,,,
2026,Heirloom Cider – Dry,Bronze,Purely Pomme,Golden Russet,,,,
2026,Heirloom Cider – Dry,Bronze,Seattle Cider Company,City Fruit 2025,,,,
2026,Heirloom Cider – Dry,Bronze,Snow Capped Cider,North 40,,,,
2026,Heirloom Cider – Dry,Bronze,Snow Capped Cider,Porters Perfection,,,,
2026,Heirloom Cider – Dry,Bronze,Snow Capped Cider,Mountain Dry,,,,
2026,Heirloom Cider – Dry,Bronze,Snow Capped Cider,Brut Dry Heirloom,,,,
2026,Heirloom Cider – Dry,Bronze,Snow Capped Cider,6520′ ELEVATION,,,,
2026,Heirloom Cider – Dry,Bronze,Snow Capped Cider,6642′ Elevation,,,,
2026,Heirloom Cider – Dry,Bronze,Storum Ranch Cider & Wine,Wickson & Hewe’s Crab,,,,
2026,Heirloom Cider – Dry,Bronze,Storum Ranch Cider & Wine,Golden Russet,,,,
2026,Heirloom Cider – Dry,Bronze,Storum Ranch Cider & Wine,Hewe’s Crab,,,,
2026,Heirloom Cider – Dry,Bronze,Storum Ranch Cider & Wine,Harrison,,,,
2026,Heirloom Cider – Dry,Bronze,Storum Ranch Cider & Wine,Liberty,,,,
2026,Heirloom Cider – Dry,Bronze,Sylvan Farm & Cidery,2024 Harvest Hymn,,,,
2026,Heirloom Cider – Dry,Bronze,The Cider Farm,All American,,,,
2026,Heirloom Cider – Dry,Bronze,Uncommon Kin Cidery,Orchard Walk,,,,
2026,Heirloom Cider – Dry,Bronze,"Valle, Ballina Y Fernández Sa",VALLE BALLINA Y FERNANDEZ,,,,
2026,Heirloom Cider – Dry,Bronze,Verdant Cider,Heritage Dry Cider,,,,
2026,Heirloom Cider – Dry,Bronze,Wooden Gate Cider,Homestead,,,,
2026,Tannin Forward Cider – Dry,Gold,The Cider Farm,Porter’s Perfection,,,,
2026,Tannin Forward Cider – Dry,Silver,2 Towns Ciderhouse,Muscadet de Lense,,,,
2026,Tannin Forward Cider – Dry,Silver,Alchemy Cider Co.,Le Sorcier French Blend,,,,
2026,Tannin Forward Cider – Dry,Silver,Angry Orchard Hard Cider Company,American Holiday,,,,
2026,Tannin Forward Cider – Dry,Silver,Apple Theory Cidery,Porter’s Perfection,,,,
2026,Tannin Forward Cider – Dry,Silver,Apple Theory Cidery,Chisel Jersey,,,,
2026,Tannin Forward Cider – Dry,Silver,Bauman’s Cider,Kristof Farms Kingston Black Sv,,,,
2026,Tannin Forward Cider – Dry,Silver,Bauman’s Cider,Reine des Pommes,,,,
2026,Tannin Forward Cider – Dry,Silver,Bird Dog Cider,2024 Sons & Daughters,,,,
2026,Tannin Forward Cider – Dry,Silver,Cidrerie Compton,Scrumpy,,,,
2026,Tannin Forward Cider – Dry,Silver,Eden Specialty Ciders,Harrison 2024,,,,
2026,Tannin Forward Cider – Dry,Silver,Empyrical Orchard & Cidery,Bittersweet,,,,
2026,Tannin Forward Cider – Dry,Silver,Noble Cider,Dabinett,,,,
2026,Tannin Forward Cider – Dry,Silver,Paha Cider,Long Lane Cider,,,,
2026,Tannin Forward Cider – Dry,Silver,Pennings Farm Cidery,The Continental,,,,
2026,Tannin Forward Cider – Dry,Silver,Purely Pomme,Kingston Black,,,,
2026,Tannin Forward Cider – Dry,Silver,Purely Pomme,Franklin Sparkling,,,,
2026,Tannin Forward Cider – Dry,Silver,Second Summit Hard Cider Co.,Imperial,,,,
2026,Tannin Forward Cider – Dry,Silver,Snow Capped Cider,Kingston Black,,,,
2026,Tannin Forward Cider – Dry,Silver,Snow Capped Cider,Yarlington Mill,,,,
2026,Tannin Forward Cider – Dry,Silver,Snow Capped Cider,Foxwhelp,,,,
2026,Tannin Forward Cider – Dry,Silver,Snow Capped Cider,Herefordshire Redstreak,,,,
2026,Tannin Forward Cider – Dry,Silver,Snow Capped Cider,Dabinett Reserve,,,,
2026,Tannin Forward Cider – Dry,Silver,Snow Capped Cider,Wilde Woods,,,,
2026,Tannin Forward Cider – Dry,Silver,Sodo sidrine,Sidras Keeved vol.2,,,,
2026,Tannin Forward Cider – Dry,Silver,Stormalong Cider,Porters’ Perfection,,,,
2026,Tannin Forward Cider – Dry,Silver,The Cider Farm,All English,,,,
2026,Tannin Forward Cider – Dry,Silver,The Cider Farm,Dabinett,,,,
2026,Tannin Forward Cider – Dry,Silver,The Cider Farm,Imperial,,,,
2026,Tannin Forward Cider – Dry,Silver,The Cider Farm,Tremletts,,,,
2026,Tannin Forward Cider – Dry,Silver,Wise Bird Cider Co.,Holy Beez Orchard,,,,
2026,Tannin Forward Cider – Dry,Silver,Woodfolk Cider,Kingston Black,,,,
2026,Tannin Forward Cider – Dry,Silver,Woodfolk Cider,Copper Moon,,,,
2026,Tannin Forward Cider – Dry,Bronze,Angry Orchard Hard Cider Company,The Extension,,,,
2026,Tannin Forward Cider – Dry,Bronze,Angry Orchard Hard Cider Company,Yarlington Thrill,,,,
2026,Tannin Forward Cider – Dry,Bronze,Bauman’s Cider,Porter’s Perfection,,,,
2026,Tannin Forward Cider – Dry,Bronze,Bauman’s Cider,Kristof Orchard Cider,,,,
2026,Tannin Forward Cider – Dry,Bronze,Bird Dog Cider,2024 Porter’s Perfection,,,,
2026,Tannin Forward Cider – Dry,Bronze,Black Diamond Farm,Golden Perfection,,,,
2026,Tannin Forward Cider – Dry,Bronze,Black Diamond Farm,Geneva Tremlett’s,,,,
2026,Tannin Forward Cider – Dry,Bronze,Haykin Family Cider,Chateau La Rametière,,,,
2026,Tannin Forward Cider – Dry,Bronze,Little Apple Cidery,Little Batch Hornet’s Nest,,,,
2026,Tannin Forward Cider – Dry,Bronze,Manoff Market Cidery,DANCE,,,,
2026,Tannin Forward Cider – Dry,Bronze,Mountain West Hard Cider,Muscadet de Lense,,,,
2026,Tannin Forward Cider – Dry,Bronze,Orcas Island Cider,Kingston Black,,,,
2026,Tannin Forward Cider – Dry,Bronze,Paha Cider,Kingston Black,,,,
2026,Tannin Forward Cider – Dry,Bronze,Rebel Apple LLC,Virtus Amoris (in collaboration with Oliver’s Cider & Perry),,,,
2026,Tannin Forward Cider – Dry,Bronze,Seminary Hill Orchard & Cidery,Yarlington Gold ’24,,,,
2026,Tannin Forward Cider – Dry,Bronze,Snow Capped Cider,Major,,,,
2026,Tannin Forward Cider – Dry,Bronze,Snow Capped Cider,Kingston Black Reserve,,,,
2026,Tannin Forward Cider – Dry,Bronze,South Porch Cider,Starkel Crab,,,,
2026,Tannin Forward Cider – Dry,Bronze,The Cider Farm,Calville blanc D’hiver,,,,
2026,Tannin Forward Cider – Dry,Bronze,The Cider Farm,Classic Dry,,,,
2026,Tannin Forward Cider – Dry,Bronze,Thornbury Craft Co.,Thornbury Celebration Sparkling Cider,,,,
2026,Modern Cider – Dry,Gold,Farmhaus Cider Co.,Daily Dry,,,,
2026,Modern Cider – Dry,Gold,Glacial Till,Dry,,,,
2026,Modern Cider – Dry,Gold,Tandem Ciders,Roadhouse,,,,
2026,Modern Cider – Dry,Gold,Townline Ciderworks,Ashmead’s Kernel,,,,
2026,Modern Cider – Dry,Silver,2 Towns Ciderhouse,Original Cosmic Crisp,,,,
2026,Modern Cider – Dry,Silver,2 Towns Ciderhouse,BrightCider,,,,
2026,Modern Cider – Dry,Silver,Alchemy Cider Co.,Desolation Dry,,,,
2026,Modern Cider – Dry,Silver,Alde Sider,Alde Sider fra Hardanger,,,,
2026,Modern Cider – Dry,Silver,Appalachian Ridge Cidery / Saint Paul Mountain Vineyard,Wallace,,,,
2026,Modern Cider – Dry,Silver,Ardiel Cider House,Dry Apple,,,,
2026,Modern Cider – Dry,Silver,Crow River Winery,Lake Hook,,,,
2026,Modern Cider – Dry,Silver,Eden Specialty Ciders,Peak Bloom,,,,
2026,Modern Cider – Dry,Silver,Endless Orchard Cider,Everlasting Arctic Golden,,,,
2026,Modern Cider – Dry,Silver,Flat Rock Cider Company,Semi-Dry Apple,,,,
2026,Modern Cider – Dry,Silver,Haykin Family Cider,Methode Ancestrale Ela Family Farms Cuvee,,,,
2026,Modern Cider – Dry,Silver,Indian Ladder Farms Cidery,Dry Hard Cider,,,,
2026,Modern Cider – Dry,Silver,Little Apple Cidery,Shamrock,,,,
2026,Modern Cider – Dry,Silver,Manoff Market Cidery,COMFORT CIDER,,,,
2026,Modern Cider – Dry,Silver,Mountain West Hard Cider,McIntosh,,,,
2026,Modern Cider – Dry,Silver,Mountain West Hard Cider,Ruby,,,,
2026,Modern Cider – Dry,Silver,Noble Cider,Standard Bearer,,,,
2026,Modern Cider – Dry,Silver,Oak Tree Orchard,The Modern Dry,,,,
2026,Modern Cider – Dry,Silver,Pennings Farm Cidery,Bone Dry,,,,
2026,Modern Cider – Dry,Silver,Schilling Cider,Dryabolical,,,,
2026,Modern Cider – Dry,Silver,Second Summit Hard Cider Co.,Off-Dry,,,,
2026,Modern Cider – Dry,Silver,Seminary Hill Orchard & Cidery,Liberty ’24,,,,
2026,Modern Cider – Dry,Silver,Small Cider,Buy Up The Sunset,,,,
2026,Modern Cider – Dry,Silver,Stormalong Cider,Legendary Dry,,,,
2026,Modern Cider – Dry,Silver,Tandem Ciders,Crabster,,,,
2026,Modern Cider – Dry,Silver,Uncommon Kin Cidery,Empire,,,,
2026,Modern Cider – Dry,Bronze,Annapolis Cider Company,Crisp & Dry,,,,
2026,Modern Cider – Dry,Bronze,Apple Theory Cidery,Pink Lady,,,,
2026,Modern Cider – Dry,Bronze,Bauman’s Cider,Clyde’s Dry,,,,
2026,Modern Cider – Dry,Bronze,Bird Dog Cider,2023 Octopus II,,,,
2026,Modern Cider – Dry,Bronze,Eris Brewery And Cider House Llc,Pedestrian,,,,
2026,Modern Cider – Dry,Bronze,Farm Club,Orchard Blend,,,,
2026,Modern Cider – Dry,Bronze,Farmgate Cider,Stagecoach Estate Cider,,,,
2026,Modern Cider – Dry,Bronze,Gravity Distribution Ltd,Nikomu ne govori,,,,
2026,Modern Cider – Dry,Bronze,Haykin Family Cider,Kandil Sinap,,,,
2026,Modern Cider – Dry,Bronze,Porter’s Hard Cider Company,Family Tree,,,,
2026,Modern Cider – Dry,Bronze,Seattle Cider Company,Dry,,,,
2026,Modern Cider – Dry,Bronze,Snow Capped Cider,Bluebird Day,,,,
2026,Modern Cider – Dry,Bronze,Snow Capped Cider,Novel,,,,
2026,Modern Cider – Dry,Bronze,Solville,Solville Classic,,,,
2026,Modern Cider – Dry,Bronze,Tandem Ciders,Clear Conscience,,,,
2026,Modern Cider – Dry,Bronze,Tieton Cider Works,Dry Apple,,,,
2026,Modern Cider – Dry,Bronze,Vala’s Orchard Cider Co.,Nebraska Dry,,,,
2026,Modern Cider – Dry,Bronze,Vander Mill,Hard Apple,,,,
2026,Modern Cider – Dry,Bronze,Windswept Cider,Late Harvest,,,,
2026,Modern Cider – Sweet,Gold,Bauman’s Cider,McIntosh SV,,,,
2026,Modern Cider – Sweet,Gold,Thornbury Craft Co.,Thornbury Premium Apple Cider,,,,
2026,Modern Cider – Sweet,Silver,2 Towns Ciderhouse,Pink Lady Single Variety,,,,
2026,Modern Cider – Sweet,Silver,Angry Orchard Hard Cider Company,Farm Cider,,,,
2026,Modern Cider – Sweet,Silver,Annapolis Cider Company,The Classic,,,,
2026,Modern Cider – Sweet,Silver,Beak & Skiff Apple Farms,Original,,,,
2026,Modern Cider – Sweet,Silver,Blake’s Beverage Company,American Apple,,,,
2026,Modern Cider – Sweet,Silver,Cider Hill Cellars,Summer,,,,
2026,Modern Cider – Sweet,Silver,Door Peninsula Winery & Ciders,Modern Cider,,,,
2026,Modern Cider – Sweet,Silver,Endless Orchard Cider,Infinite Arctic Granny,,,,
2026,Modern Cider – Sweet,Silver,Farmhaus Cider Co.,Midwest Nice,,,,
2026,Modern Cider – Sweet,Silver,Heeman’s,Original,,,,
2026,Modern Cider – Sweet,Silver,Porter’s Hard Cider Company,Porter’s Pride,,,,
2026,Modern Cider – Sweet,Silver,Seattle Cider Company,Honeycrisp,,,,
2026,Modern Cider – Sweet,Silver,Snow Capped Cider,Pinova Reserve,,,,
2026,Modern Cider – Sweet,Silver,Snow Capped Cider,Zestar!,,,,
2026,Modern Cider – Sweet,Silver,Stars Front Cider,Px Apple,,,,
2026,Modern Cider – Sweet,Silver,Tandem Ciders,Smackintosh,,,,
2026,Modern Cider – Sweet,Silver,Thornbury Craft Co.,Thornbury Tragically Hip Road Apples Cider,,,,
2026,Modern Cider – Sweet,Silver,Thornbury Craft Co.,Thornbury Honeycrisp Apple Cider,,,,
2026,Modern Cider – Sweet,Silver,Thornbury Craft Co.,Thornbury Strong Apple Cider,,,,
2026,Modern Cider – Sweet,Silver,Vander Mill,Honeycrisp,,,,
2026,Modern Cider – Sweet,Silver,Wise Bird Cider Co.,Pomme Pomme,,,,
2026,Modern Cider – Sweet,Bronze,Appalachian Ridge Cidery / Saint Paul Mountain Vineyard,SUGARLOAF,,,,
2026,Modern Cider – Sweet,Bronze,Atlanta Hard Cider Co. & Distillery,Crisp Apple,,,,
2026,Modern Cider – Sweet,Bronze,Beak & Skiff Apple Farms,Honeycrisp,,,,
2026,Modern Cider – Sweet,Bronze,Bee Well Mead And Cider,The Celly Cider,,,,
2026,Modern Cider – Sweet,Bronze,Haykin Family Cider,Jonagrimes,,,,
2026,Modern Cider – Sweet,Bronze,Heeman’s,Pink Lady,,,,
2026,Modern Cider – Sweet,Bronze,Lake Michigan Vintners,Grand Lac Cider,,,,
2026,Modern Cider – Sweet,Bronze,Mixed Meadia Wines,Blanc de Pomme,,,,
2026,Modern Cider – Sweet,Bronze,Pennings Farm Cidery,Cold Crash,,,,
2026,Modern Cider – Sweet,Bronze,Slaughter Orchard & Cidery,McIntosh Single Varietal,,,,
2026,Modern Cider – Sweet,Bronze,Snow Capped Cider,Akane,,,,
2026,Modern Cider – Sweet,Bronze,Snow Capped Cider,6456′ ELEVATION,,,,
2026,Modern Cider – Sweet,Bronze,Snow Capped Cider,Honeycrisp,,,,
2026,Modern Cider – Sweet,Bronze,Tandem Ciders,Greenman,,,,
2026,Modern Cider – Sweet,Bronze,Townline Ciderworks,Alma Mater,,,,
2026,Modern Cider – Sweet,Bronze,"Valle, Ballina Y Fernández Sa",Sidra El Gaitero Extra,,,,
2026,Modern Cider – Sweet,Bronze,Woodchuck Cider,Amber,,,,
2026,Unlimited Cider and Perry,Gold,Angry Orchard Hard Cider Company,Crisp Apple,,,,
2026,Unlimited Cider and Perry,Gold,Cider Corps,American Apple Pie,,,,
