ID,IDv2,IDv3,Division,Category,Award,Medalist,Entry,WID,Website,Facebook,Instagram,Google,Untappd,Latitude,Longitude
49,20,20,Domestic,Modern Cider (Dry),🥉 BRONZE,Okashina Ouchi,Circulo Cidre,3222,http://okashinaouchi.com/,,https://www.instagram.com/circulo.cidre/,,https://untappd.com/w/circulo/557840,35.5955451,139.4017374
32,21,21,Domestic,Modern Cider (Dry),🥉 BRONZE,Three Peaks Winery,REGALO 2022 Campbell Early,2832,https://3peaks.shop/,https://www.facebook.com/3peakswinery,https://www.instagram.com/3peakswinery/,https://maps.google.com/?cid=16781419863886231388,https://untappd.com/w/three-peaks/355137,39.0631899,141.7232762
53,22,22,Domestic,Modern Cider (Dry),🥉 BRONZE,VinVie Winery & Cidery,VinVie Cider,2010,https://vinvie.jp/,https://www.facebook.com/vinvie.jp/,https://www.instagram.com/vinvie.jp/,https://maps.google.com/?cid=10362674152189928272,https://untappd.com/w/vinvie/441053,35.5976837,137.8797641
35,23,23,Domestic,Modern Cider (Dry),🥉 BRONZE,Zattana,zattana Cidre Kogan Kitaru,3223,https://zattana-aomori.stores.jp/,https://www.facebook.com/zattanaFromAomori,https://www.instagram.com/zattana_from_aomori/,,,40.6616105,140.3719589
44,25,24,Domestic,Modern Cider (Sweet),🏆 BEST IN CLASS,Kamoshika Cidre,Rosé Doux 2022,2820,https://kamoshikacidre.jp/,https://www.facebook.com/kamoshikacidre/,https://www.instagram.com/kamoshika_cidre/,https://maps.google.com/?cid=11874012255187792971,https://untappd.com/w/kamoshika-cidre/348831,35.8516991,137.902203
45,24,25,Domestic,Modern Cider (Sweet),🥇 GOLD,Kamoshika Cidre,La 2e Saison Doux 2022,2820,https://kamoshikacidre.jp/,https://www.facebook.com/kamoshikacidre/,https://www.instagram.com/kamoshika_cidre/,https://maps.google.com/?cid=11874012255187792971,https://untappd.com/w/kamoshika-cidre/348831,35.8516991,137.902203
36,26,26,Domestic,Modern Cider (Sweet),🥇 GOLD,Kikusui Brewing,Kikusui Cidre Standard,2016,https://kikusuisake.co.jp/,https://www.facebook.com/kikusui.nagano,https://www.instagram.com/nagano_kikusui/,https://maps.google.com/?cid=273138642744687145,https://untappd.com/w/kikusui-shuzou/307391,35.5132343,137.8072107
47,27,27,Domestic,Modern Cider (Sweet),🥇 GOLD,Kikusui Brewing,N35 Terroir DemiSec,2016,https://kikusuisake.co.jp/,https://www.facebook.com/kikusui.nagano,https://www.instagram.com/nagano_kikusui/,https://maps.google.com/?cid=273138642744687145,https://untappd.com/w/kikusui-shuzou/307391,35.5132343,137.8072107
9,28,28,Domestic,Modern Cider (Sweet),🥇 GOLD,Kojiro Orchards,Kojiro Orchards Cidre Pink Blend,X,,,,,,,
8,29,29,Domestic,Modern Cider (Sweet),🥇 GOLD,Marukame Cidery,Shinano Blend Sweet,2011,https://fgkita.com/,https://www.facebook.com/kitazawa3347/,https://www.instagram.com/marukame_farm_cidery/,https://maps.google.com/?cid=15320061409222246213,https://untappd.com/w/marukame-farm-cidery/481110,35.5970276,137.8843454
7,30,30,Domestic,Modern Cider (Sweet),🥈 SILVER,Kikusui Brewing,Kikusui Cidre Nouveau 2023,2016,https://kikusuisake.co.jp/,https://www.facebook.com/kikusui.nagano,https://www.instagram.com/nagano_kikusui/,https://maps.google.com/?cid=273138642744687145,https://untappd.com/w/kikusui-shuzou/307391,35.5132343,137.8072107
25,31,31,Domestic,Modern Cider (Sweet),🥈 SILVER,Mashino Winery,Mashino Cidre Sweet,1576,http://www.mashinowine.com/,,,,,35.596984,137.874618
28,32,32,Domestic,Modern Cider (Sweet),🥈 SILVER,Sanyohai Shuzo,Cidre RonRon Prototype Garden Yeast,3226,http://www.sanyouhai.com/,https://www.facebook.com/sanyouhaishuzo,https://www.instagram.com/sanyouhaishuzo/,https://maps.google.com/?cid=12883995002852702667,https://untappd.com/w/sanyohai-shuzo/498465,35.0054122,134.5383593
30,33,33,Domestic,Modern Cider (Sweet),🥈 SILVER,Tamura Farm,Tamura Cidre 2nd Sweet Grande,3220,http://tamurafarm.jp/,,https://www.instagram.com/tamurafarm.aomori/,https://maps.google.com/?cid=14308247254176835490,http://tamurafarm.jp/,40.57906,140.439431
31,34,34,Domestic,Modern Cider (Sweet),🥈 SILVER,Tamura Farm,Tamura Cidre Sec,3220,http://tamurafarm.jp/,,https://www.instagram.com/tamurafarm.aomori/,https://maps.google.com/?cid=14308247254176835490,http://tamurafarm.jp/,40.57906,140.439431
51,35,35,Domestic,Modern Cider (Sweet),🥈 SILVER,Tamura Farm,Tamura Cidre Sweet,3220,http://tamurafarm.jp/,,https://www.instagram.com/tamurafarm.aomori/,https://maps.google.com/?cid=14308247254176835490,http://tamurafarm.jp/,40.57906,140.439431
43,36,36,Domestic,Modern Cider (Sweet),🥉 BRONZE,Hikaru no Hata,Lippu Cidre Sweet,2833,https://hikarumarche.stores.jp/,,https://www.instagram.com/Arugamama_winery/,https://maps.google.com/?cid=12533318998895026808,,36.3746756,138.3590013
38,37,37,Domestic,Modern Cider (Sweet),🥉 BRONZE,Hirosaki Meijo,Hirosaki Meijo Unfiltered Sweet,2831,https://www.hirosakimeijo.com/,https://www.facebook.com/hirosakimeijo/,,https://maps.google.com/?cid=6242665688640625752,https://untappd.com/w/hirosaki-meijo/527084,40.590752,140.4734174
34,38,38,Domestic,Traditional Cider (Dry),🥈 SILVER,VinVie Winery & Cidery,Bitter Sweet,2010,https://vinvie.jp/,https://www.facebook.com/vinvie.jp/,https://www.instagram.com/vinvie.jp/,https://maps.google.com/?cid=10362674152189928272,https://untappd.com/w/vinvie/441053,35.5976837,137.8797641
54,39,39,Domestic,Traditional Cider (Dry),🥈 SILVER,VinVie Winery & Cidery,Virginia Crab,2010,https://vinvie.jp/,https://www.facebook.com/vinvie.jp/,https://www.instagram.com/vinvie.jp/,https://maps.google.com/?cid=10362674152189928272,https://untappd.com/w/vinvie/441053,35.5976837,137.8797641
11,40,40,Domestic,Modern Perry,🥇 GOLD,Marukame Cidery,Marukame Pear Cider,2011,https://fgkita.com/,https://www.facebook.com/kitazawa3347/,https://www.instagram.com/marukame_farm_cidery/,https://maps.google.com/?cid=15320061409222246213,https://untappd.com/w/marukame-farm-cidery/481110,35.5970276,137.8843454
46,41,41,Domestic,Traditional Perry,🥇 GOLD,Kamoshika Cidre,Poire 2022,2820,https://kamoshikacidre.jp/,https://www.facebook.com/kamoshikacidre/,https://www.instagram.com/kamoshika_cidre/,https://maps.google.com/?cid=11874012255187792971,https://untappd.com/w/kamoshika-cidre/348831,35.8516991,137.902203
16,42,42,Domestic,Fruit/Blended Cider,🥇 GOLD,Baeren Brewery,Baeren Our Hour Yuzu Cidre,3216,https://www.baerenbier.co.jp/,https://www.facebook.com/baerenbier/,https://www.instagram.com/baerenbier/,https://maps.google.com/?cid=14916685845990725190,https://untappd.com/w/baeren-brauerei/6445,39.7145189,141.1543394
52,43,43,Domestic,Fruit/Blended Cider,🥈 SILVER,Three Peaks Winery,REGALO 2022 Campbell Early,2832,https://3peaks.shop/,https://www.facebook.com/3peakswinery,https://www.instagram.com/3peakswinery/,https://maps.google.com/?cid=16781419863886231388,https://untappd.com/w/three-peaks/355137,39.0631899,141.7232762
23,44,44,Domestic,Hopped Cider,🥈 SILVER,"OK,ADAM",HOP IN!,2730,https://okadamcider.com/,https://www.facebook.com/okadamcider,https://www.instagram.com/ok.adam.cider/,https://maps.google.com/?cid=7241170744099631012,https://untappd.com/w/ok-adam/462743,39.2213475,140.5231093
27,45,45,Domestic,Hopped Cider,🥈 SILVER,Shiwa Cidery,FC Hopped Cider,2830,https://shiwacidery.com/,,https://www.instagram.com/shiwacidery/,,https://untappd.com/ShiwaCidery,39.5600438,141.0834043
15,46,46,Domestic,Hopped Cider,🥉 BRONZE,VinVie Winery & Cidery,Hopped Cider,2010,https://vinvie.jp/,https://www.facebook.com/vinvie.jp/,https://www.instagram.com/vinvie.jp/,https://maps.google.com/?cid=10362674152189928272,https://untappd.com/w/vinvie/441053,35.5976837,137.8797641
50,47,47,Domestic,Spiced/Botanical Cider,🥈 SILVER,"OK,ADAM",ORIGIN,2730,https://okadamcider.com/,https://www.facebook.com/okadamcider,https://www.instagram.com/ok.adam.cider/,https://maps.google.com/?cid=7241170744099631012,https://untappd.com/w/ok-adam/462743,39.2213475,140.5231093
12,48,48,Domestic,Spiced/Botanical Cider,🥉 BRONZE,Shiwa Cidery,Chocolate Hard Cider,2830,https://shiwacidery.com/,,https://www.instagram.com/shiwacidery/,,https://untappd.com/ShiwaCidery,39.5600438,141.0834043
21,49,49,Domestic,Wood/Barrel-Aged Cider,🥈 SILVER,Mashino Winery,Mashino Premium Cidre,1576,http://www.mashinowine.com/,,,,,35.596984,137.874618
37,50,50,Domestic,Wood/Barrel-Aged Cider,🥉 BRONZE,Hibi,Ringorillappa Cidre 2022,3214,https://www.ringorillappa.jp/,https://www.facebook.com/ringo665/,https://www.instagram.com/ringo665/,https://maps.google.com/?cid=14805716827065461071,https://untappd.com/w/ringorillappa/557841,38.834833,140.310788
13,51,51,Domestic,Wood/Barrel-Aged Specialty Cider,🥈 SILVER,Son of the Smith Hard Cider,Fresh Hopped Barrel Laundering,1992,https://www.hardcider.jp/,https://www.facebook.com/sonofthesmithhardcider/,https://www.instagram.com/sonofthesmithhardcider/,https://maps.google.com/?cid=17747425634228385236,https://untappd.com/w/son-of-the-smith-hard-cider/405424,36.538683,137.840128
20,52,52,Domestic,Wood/Barrel-Aged Specialty Cider,🥉 BRONZE,CHILAN,CHILAN Cidre Sauvignon 2022,3218,https://chilan.jp/,https://www.facebook.com/chilan.hiroshima/,https://www.instagram.com/chilan_hiroshima/,https://maps.google.com/?cid=8276963000507316730,,34.3234357,132.3108092
26,53,53,Domestic,Specialty Cider or Perry,🥇 GOLD,Miyazaki Phoenix Brewing,Berry Cider,3201,,https://www.facebook.com/MIYAZAKIPHOENIXBREWING,https://www.instagram.com/phoenix_brew/,https://maps.google.com/?cid=8594409460059287179,https://untappd.com/w/miyazaki-phoenix-brewing/415948,31.9175902,131.4245487
41,54,54,Domestic,Specialty Cider or Perry,🥈 SILVER,Izumi Brewery,Knuckle Baller,2835,,https://www.facebook.com/izumibrewery,https://www.instagram.com/izumi_brewery/,https://maps.google.com/?cid=9781390219956310609,https://untappd.com/w/izumi-brewery/390232,35.6386509,139.5794893
89,55,55,International,Fortified Cider,🏆 BEST OF SHOW,Small Acres Cyder,Pommeau 2023 Apple Mistelle,1175,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://untappd.com/brewery/14584,-33.2818782,148.9909171
57,56,56,International,Modern Cider (Dry),🥇 GOLD,Heeman’s,Dry Empire,1071,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923,43.0407802,-81.1242136
96,57,57,International,Modern Cider (Dry),🥈 SILVER,Il Torsolo,Sidro di Mele Antiche Piemontesi,3215,https://iltorsolo.com/,https://www.facebook.com/iltorsolosrl/,https://www.instagram.com/il_torsolo_srl/,,,45.0765685,8.4518828
66,58,58,International,Modern Cider (Dry),🥈 SILVER,Nightingale Cider,Night Bird,2074,https://www.nightingalecider.com/,https://www.facebook.com/nightingalecider/,https://www.instagram.com/nightingalecider/,https://maps.google.com/?cid=18222564835901017065,https://untappd.com/nightingalecider,51.0609498,0.7237881
64,59,59,International,Modern Cider (Dry),🥈 SILVER,Nightingale Cider,Wild Disco Cider,2074,https://www.nightingalecider.com/,https://www.facebook.com/nightingalecider/,https://www.instagram.com/nightingalecider/,https://maps.google.com/?cid=18222564835901017065,https://untappd.com/nightingalecider,51.0609498,0.7237881
85,60,60,International,Modern Cider (Dry),🥈 SILVER,Portland Cider,Original Gold,490,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://untappd.com/w/portland-cider-company/56260,45.415288,-122.572714
86,61,61,International,Modern Cider (Dry),🥈 SILVER,Posdata,Postadata Mexican Classic Red Cider,2179,https://posdatasidra.mx/,https://www.facebook.com/posdatasidra/,https://www.instagram.com/posdatasidra/,https://maps.google.com/?cid=2761632195156432826,https://untappd.com/w/burra-blanca/487481,20.7204156,-103.3742175
70,62,62,International,Modern Cider (Dry),🥈 SILVER,Stowe Cider,Tips Up,601,http://www.stowecider.com/,https://www.facebook.com/StoweCider,https://www.instagram.com/stowecider/,https://maps.google.com/?cid=6993680314169906863,https://untappd.com/w/stowe-cider/78100,44.473504,-72.711986
67,63,63,International,Modern Cider (Dry),🥉 BRONZE,Nightingale Cider,Fledgling no4 Cider,2074,https://www.nightingalecider.com/,https://www.facebook.com/nightingalecider/,https://www.instagram.com/nightingalecider/,https://maps.google.com/?cid=18222564835901017065,https://untappd.com/nightingalecider,51.0609498,0.7237881
90,64,64,International,Modern Cider (Dry),🥉 BRONZE,Stowe Cider,High & Dry,601,http://www.stowecider.com/,https://www.facebook.com/StoweCider,https://www.instagram.com/stowecider/,https://maps.google.com/?cid=6993680314169906863,https://untappd.com/w/stowe-cider/78100,44.473504,-72.711986
98,66,65,International,Modern Cider (Sweet),🏆 BEST IN CLASS,Small Acres Cyder,Femme Fatale 2023,1175,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://untappd.com/brewery/14584,-33.2818782,148.9909171
61,65,66,International,Modern Cider (Sweet),🥇 GOLD,Neon Cider,Neon Cider Apple,2146,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic,22.249482,114.1676378
71,67,67,International,Modern Cider (Sweet),🥈 SILVER,Bauman’s Cider,Authentic Apple,118,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
77,68,68,International,Modern Cider (Sweet),🥈 SILVER,Heeman’s,Empire Cider,1071,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923,43.0407802,-81.1242136
87,69,69,International,Modern Cider (Sweet),🥈 SILVER,Original Sin Cider,McIntosh,467,http://www.origsin.com/,https://www.facebook.com/sincider/,https://www.instagram.com/originalsincider/,,https://untappd.com/w/original-sin/6200,40.733215,-73.991496
97,70,70,International,Modern Cider (Sweet),🥈 SILVER,Small Acres Cyder,Small Acres Pink Lady,1175,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://untappd.com/brewery/14584,-33.2818782,148.9909171
60,71,71,International,Modern Cider (Sweet),🥉 BRONZE,JK’s Farmhouse Ciders,JK’s Honeycrisp Haze,3,http://jksfarmhouseciders.com/,https://www.facebook.com/jksfarmhouseciders,https://www.instagram.com/jksfarmhouseciders/,https://maps.google.com/?cid=9785317642581217954,https://untappd.com/w/jks-farmhouse-ciders/2931,43.0274314,-83.9112091
69,73,72,International,Traditional Cider (Dry),🏆 BEST IN CLASS,Small Acres Cyder,Kingston Black,1175,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://untappd.com/brewery/14584,-33.2818782,148.9909171
72,72,73,International,Traditional Cider (Dry),🥇 GOLD,Bauman’s Cider,Porter’s Perfection,118,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
75,74,74,International,Traditional Cider (Dry),🥈 SILVER,Courtney’s of Whimple,Silly Cow,2144,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,,50.8650481,-3.225626
82,77,75,International,Traditional Cider (Sweet),🏆 BEST IN CLASS,Neon Cider,Heritage Blend – Cellar Series,2146,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic,22.249482,114.1676378
73,75,76,International,Traditional Cider (Sweet),🥇 GOLD,Bauman’s Cider,Reine des Pommes,118,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
94,76,77,International,Traditional Cider (Sweet),🥇 GOLD,Courtney’s of Whimple,Courtney’s Orchard Cider,2144,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,,50.8650481,-3.225626
93,78,78,International,Traditional Cider (Sweet),🥈 SILVER,Teepee Cider,Devon Dapple,2949,https://teepeecider.co.nz/,https://www.facebook.com/artisancider/,https://www.instagram.com/teepee_cider/,https://maps.google.com/?cid=13401732007935491634,https://untappd.com/w/teepee-cider/532265,-41.0334582,175.4885205
99,79,79,International,Traditional Perry,🥈 SILVER,Teepee Cider,TeePee Perry 2019 Method Traditional,2949,https://teepeecider.co.nz/,https://www.facebook.com/artisancider/,https://www.instagram.com/teepee_cider/,https://maps.google.com/?cid=13401732007935491634,https://untappd.com/w/teepee-cider/532265,-41.0334582,175.4885205
59,83,80,International,Fruit/Blended Cider,🏆 BEST IN CLASS,JK’s Farmhouse Ciders,JK’s Patriotic Paw Paw,3,http://jksfarmhouseciders.com/,https://www.facebook.com/jksfarmhouseciders,https://www.instagram.com/jksfarmhouseciders/,https://maps.google.com/?cid=9785317642581217954,https://untappd.com/w/jks-farmhouse-ciders/2931,43.0274314,-83.9112091
56,80,81,International,Fruit/Blended Cider,🥇 GOLD,Avid Cider,Blackberry,103,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://untappd.com/w/atlas-cider-company/65739,44.0509307,-121.3144074
76,81,82,International,Fruit/Blended Cider,🥇 GOLD,Bauman’s Cider,Obsidian Blackberry,118,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
78,82,83,International,Fruit/Blended Cider,🥇 GOLD,Heeman’s,Berry Blush,1071,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923,43.0407802,-81.1242136
83,84,84,International,Fruit/Blended Cider,🥇 GOLD,Neon Cider,Neon Cider Just Peachy,2146,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic,22.249482,114.1676378
74,85,85,International,Fruit/Blended Cider,🥈 SILVER,Bauman’s Cider,Loganberry Cider,118,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
95,86,86,International,Fruit/Blended Cider,🥈 SILVER,Finnriver Farm & Cidery,Black Currant,276,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://untappd.com/w/finnriver-farm-and-cidery/3008,48.0097371,-122.7694043
58,87,87,International,Fruit/Blended Cider,🥈 SILVER,Golden Row Hard Cider,Golden Row Hard Marionberry Cider,297,https://www.goldenrowcider.com/,,https://www.instagram.com/goldenrowcider/,https://maps.google.com/?cid=2624407193409003107,https://untappd.com/GoldenRow,45.536939,-121.622963
80,88,88,International,Fruit/Blended Cider,🥈 SILVER,Heeman’s,Strawberry Rhubarb,1071,https://heeman.ca/,https://www.facebook.com/heemangreenhouses,https://www.instagram.com/heemans/,https://maps.google.com/?cid=6514751524906368604,https://untappd.com/w/the-heeman-s-cidery/448923,43.0407802,-81.1242136
81,89,89,International,Fruit/Blended Cider,🥈 SILVER,JK’s Farmhouse Ciders,JK’s Traverse City Cherry,3,http://jksfarmhouseciders.com/,https://www.facebook.com/jksfarmhouseciders,https://www.instagram.com/jksfarmhouseciders/,https://maps.google.com/?cid=9785317642581217954,https://untappd.com/w/jks-farmhouse-ciders/2931,43.0274314,-83.9112091
63,90,90,International,Fruit/Blended Cider,🥈 SILVER,La Familia Cider,Guayaba,2119,https://lafamiliacider.com/,https://www.facebook.com/lafamiliacider/,https://www.instagram.com/lafamiliacider/,https://maps.google.com/?cid=3685332940132306085,https://untappd.com/LaFamiliaCider,44.9419167,-123.0407968
88,91,91,International,Fruit/Blended Cider,🥉 BRONZE,Original Sin Cider,Black Widow,467,http://www.origsin.com/,https://www.facebook.com/sincider/,https://www.instagram.com/originalsincider/,,https://untappd.com/w/original-sin/6200,40.733215,-73.991496
91,92,92,International,Fruit/Blended Cider,🥉 BRONZE,TÁLAVA,Apple Cider with Passionfruit,2142,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,https://untappd.com/TalavasSidrs,57.162926,26.7596704
92,93,93,International,Hopped Cider,🥇 GOLD,TÁLAVA,Apple Cider with Hops,2142,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,https://untappd.com/TalavasSidrs,57.162926,26.7596704
68,94,94,International,Spiced/Botanical Cider,🥇 GOLD,Neon Cider,Neon Cider Pandan,2146,https://bestbevhk.com/collections/neonotic-cider,,https://www.instagram.com/neonciders/,https://maps.google.com/?cid=208458777916738113,https://untappd.com/Neonotic,22.249482,114.1676378
