ID,Year,Style,Medal,Medalist,Entry,WID,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude,Transparency
24,2020,IGP Cidre de Normandie,🥇 Or,Le Clos des Citots,Clos des Citots - Doux 2019,3102,Active,https://www.leclosdescitots.fr/,https://www.facebook.com/profile.php?id=100066990398769,,https://maps.google.com/?cid=3330784351320305206,,https://untappd.com/w/le-clos-des-citots-gerard-lenormand/87074,49.4573681,0.8128167,0
25,2020,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or - Demi-sec 2019,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943,0
26,2020,IGP Cidre de Normandie,🥈 Argent,Cidre Viard-Bayeux,Cidre Artisanal de Bayeux - Doux 2019,3318,Active,https://cidrebayeux.com/,https://www.facebook.com/CidresBayeux,https://www.instagram.com/cidrerie_bayeux/,https://maps.google.com/?cid=13233255599279949282,https://www.tripadvisor.com/Attraction_Review-g187181-d3454062,https://untappd.com/w/cidrerie-viard/26008,49.2436576,-0.7038301,0
27,2020,IGP Cidre de Normandie,🥈 Argent,Cidrerie Dujardin,Dujardin - Doux 2019,1142,Active,http://www.cidres-dujardin.fr/,,,https://maps.google.com/?cid=10438887429258835490,,https://untappd.com/w/cidrerie-dujardin/20309,49.1198831,-0.721687,0
28,2020,IGP Cidre de Normandie,🥈 Argent,Écusson,Ecusson - Brut généreux 2019,3182,Active,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746,0
29,2020,IGP Cidre de Normandie,🥈 Argent,Écusson,Ecusson - Doux fruité 2019,3182,Active,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746,0
30,2020,IGP Cidre de Normandie,🥈 Argent,La Cave de la Loterie,Cave de la Loterie - Fraîcheur 2018,3316,Active,https://www.cavedelaloterie.fr/,https://www.facebook.com/cavedelaloterie,https://www.instagram.com/cave_de_la_loterie/,https://maps.google.com/?cid=14052572828101776269,https://www.tripadvisor.com/Attraction_Review-g672828-d12674111,https://untappd.com/w/cave-de-la-loterie/234216,48.8906343,-0.4710245,0
31,2020,IGP Cidre de Normandie,🥈 Argent,Le Pressoir d'Or,Le Pressoir d'Or - Demi-sec 2019,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943,0
32,2020,IGP Cidre de Normandie,🥈 Argent,Les Vergers de Ducy,Domaine de la Flaguerie - Fraîcheur 2018,3321,Active,https://lesvergersdeducy.fr/,https://www.facebook.com/LesVergersdeDucy/,,https://maps.google.com/?cid=5658619103463764772,https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299,https://untappd.com/w/les-vergers-de-ducy/68480,49.2169875,-0.6242584,0
33,2020,Cidre Rosé,🥇 Or,Cidrerie Dujardin,Dujardin 2019,1142,Active,http://www.cidres-dujardin.fr/,,,https://maps.google.com/?cid=10438887429258835490,,https://untappd.com/w/cidrerie-dujardin/20309,49.1198831,-0.721687,0
34,2020,Cidre Rosé,🥈 Argent,Écusson,Ecusson Rosé naturel 2019,3182,Active,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746,0
35,2020,Cidre Rosé,🥈 Argent,Le Pressoir d'Or,Le Pressoir d'Or 2019,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943,0
36,2020,Cidre,🥇 Or,Cidre de Grévilly,Le Cidre de Grévilly - Demi-sec 2018,3557,Active,https://cidre-grevilly.jimdofree.com/,,,,,https://untappd.com/w/brigitte-criaud-le-cidre-de-grevilly/212195,49.2944582,-0.7854045,0
37,2020,Cidre,🥇 Or,Domaine Duclos Fougeray,Domaine Duclos Denise - La Douce 2019,1178,Active,https://www.duclosfougeray.com/,https://www.facebook.com/domaine.duclosfougeray,https://www.instagram.com/domaine_duclos_fougeray/,https://maps.google.com/?cid=12398185041013701779,,https://untappd.com/brewery/103532,49.6100938,1.664631,0
38,2020,Cidre,🥇 Or,Ferme de la Sapinière,Ferme de la Sapinière - Brut 2019,1913,Active,https://www.producteur-cidre.com/,https://www.facebook.com/fermedelasapiniere/,,https://maps.google.com/?cid=13033032790677741913,https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506,https://untappd.com/w/ferme-de-la-sapini-re/124296,49.3561555,-0.8754963,0
39,2020,Cidre,🥇 Or,Ferme du Lieu-Roussel,Lieu Roussel - Demi-sec 2018,1650,Active,https://lieu-roussel.fr/,,https://www.instagram.com/ferme_du_lieu_roussel/,https://maps.google.com/?cid=14333694268932285992,https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852,https://untappd.com/w/lieu-roussel/276562,49.254184,-0.021999,0
40,2020,Cidre,🥇 Or,Les Vergers du Chouquet,Les Vergers du Chouquet - Demi-sec 2019,2901,Active,,,,https://maps.google.com/?cid=4633427283115041645,,https://untappd.com/w/les-vergers-du-chouquet/50301,48.884448,0.2503795,0
41,2020,Cidre,🥈 Argent,Cidre de Grévilly,Le Cidre de Grévilly - Brut 2019,3557,Active,https://cidre-grevilly.jimdofree.com/,,,,,https://untappd.com/w/brigitte-criaud-le-cidre-de-grevilly/212195,49.2944582,-0.7854045,0
42,2020,Cidre,🥈 Argent,Domaine Olivier,Le Domaine Olivier - Brut 2019,3372,Active,https://www.ledomaineolivier.com/,,,https://maps.google.com/?cid=12832839833696798380,,https://untappd.com/w/domaine-olivier/337350,48.6498485,-0.5338754,0
43,2020,Cidre,🥈 Argent,Famille Guesdon,La Cave Normande - Brut 2019,2697,Active,https://famille-guesdon.com/,https://www.facebook.com/profile.php?id=100057212210806,https://www.instagram.com/lacavenormandeguesdon/,https://maps.google.com/?cid=13182761816105385497,,https://untappd.com/w/guesdon-p-re-et-fils/343009,48.5746579,-0.7975042,0
44,2020,Cidre,🥈 Argent,Ferme de Cutesson,Ferme de Cutesson - Brut 2019,2897,Active,,,,https://maps.google.com/?cid=14198095900648884855,,https://untappd.com/w/ferme-de-cutesson/307176,48.9245359,0.2160487,0
45,2020,Cidre,🥈 Argent,Ferme de l'Hermitière,Ferme de l'Hermitière -Demi-sec 2019,1295,Inactive,,,,,,,48.834672,-1.467015,1
46,2020,Cidre,🥈 Argent,Ferme de la Sapinière,Ferme de la Sapinière - Apple oak 2018,1913,Active,https://www.producteur-cidre.com/,https://www.facebook.com/fermedelasapiniere/,,https://maps.google.com/?cid=13033032790677741913,https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506,https://untappd.com/w/ferme-de-la-sapini-re/124296,49.3561555,-0.8754963,0
47,2020,Cidre,🥈 Argent,Ferme des Noës,La Ferme des Noës - Demi-sec 2019,2887,Active,https://www.fermedesnoes.com/,,https://www.instagram.com/fermedesnoes/,https://maps.google.com/?cid=16067236232754040277,,https://untappd.com/w/ferme-des-no-s/72679,49.1301268,1.3281105,0
48,2020,Cidre,🥈 Argent,Ferme des Noës,La Ferme des Noës - Fruité 2018,2887,Active,https://www.fermedesnoes.com/,,https://www.instagram.com/fermedesnoes/,https://maps.google.com/?cid=16067236232754040277,,https://untappd.com/w/ferme-des-no-s/72679,49.1301268,1.3281105,0
49,2020,Cidre,🥈 Argent,Ferme du Manoir du Val,Cidre du Pays de la Risle - Brut 2019,3315,Active,https://www.manoirduval.fr/,,,https://maps.google.com/?cid=848420197404289170,,,49.02546,0.722805,0
50,2020,Cidre,🥈 Argent,La Ferme de Billy,Ferme de Billy - Corsé 2018,1653,Active,https://www.ferme-de-billy.com/,https://www.facebook.com/lafermedebilly/,https://www.instagram.com/lafermedebilly/,https://maps.google.com/?cid=11023078698699122653,https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742,https://untappd.com/w/la-ferme-de-billy/247621,49.2134763,-0.4722615,0
51,2020,Cidre,🥈 Argent,La Ferme de Billy,Ferme de Billy - Fraîcheur 2018,1653,Active,https://www.ferme-de-billy.com/,https://www.facebook.com/lafermedebilly/,https://www.instagram.com/lafermedebilly/,https://maps.google.com/?cid=11023078698699122653,https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742,https://untappd.com/w/la-ferme-de-billy/247621,49.2134763,-0.4722615,0
52,2020,Cidre,🥈 Argent,Le Domaine du Tertre,Domaine du Tertre - Cuvée acidulée 2019,3556,Active,https://domaine-du-tertre.com/,https://www.facebook.com/le.tertre.officiel,https://www.instagram.com/domaine.du.tertre/,https://maps.google.com/?cid=10069708901253125019,,https://untappd.com/w/domaine-du-tertre/394887,48.6622435,0.4614076,0
53,2020,Cidre,🥈 Argent,Le P'tit Clos Normand,Le P'tit Clos Normand - Extra-brut 2019,3369,Active,https://www.boeuf-cidre.com/,https://www.facebook.com/francoisxavier.craquelin/,,https://maps.google.com/?cid=13679042805577864069,,,49.523258,0.636541,0
54,2020,Cidre,🥈 Argent,Les Normandises du Pradon,Les Normandises du Pradon - Extra-brut 2019,3308,Active,http://lesnormandisesdupradon.com/,https://www.facebook.com/lesnormandisesdupradon/,https://www.instagram.com/lesnormandisesdupradon/,https://maps.google.com/?cid=5034289693754776537,,https://untappd.com/w/ferme-du-pradon/228438,49.5159748,0.2338077,0
55,2020,Cidre,🥈 Argent,Pacory,Pacory Ferme des Grimaux - Doux 2019,1582,Active,https://www.pacory.eu/,https://www.facebook.com/PacoryFermedesGrimaux,https://www.instagram.com/pacoryfermedesgrimaux,https://maps.google.com/?cid=15821520734729613945,,https://untappd.com/brewery/32360,48.5314059,-0.795102,0
56,2020,Cidre de Glace,🥇 Or,Les Vergers de Ducy,Domaine de la Flaguerie 2017,3321,Active,https://lesvergersdeducy.fr/,https://www.facebook.com/LesVergersdeDucy/,,https://maps.google.com/?cid=5658619103463764772,https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299,https://untappd.com/w/les-vergers-de-ducy/68480,49.2169875,-0.6242584,0
57,2020,Cidre de Glace,🥈 Argent,Domaine Duclos Fougeray,Domaine Duclos 2018,1178,Active,https://www.duclosfougeray.com/,https://www.facebook.com/domaine.duclosfougeray,https://www.instagram.com/domaine_duclos_fougeray/,https://maps.google.com/?cid=12398185041013701779,,https://untappd.com/brewery/103532,49.6100938,1.664631,0
58,2020,Cidre de Glace,🥈 Argent,Ferme des Noës,La Ferme des Noës 2018,2887,Active,https://www.fermedesnoes.com/,,https://www.instagram.com/fermedesnoes/,https://maps.google.com/?cid=16067236232754040277,,https://untappd.com/w/ferme-des-no-s/72679,49.1301268,1.3281105,0
59,2020,Cidre de Glace,🥈 Argent,Les Normandises du Pradon,Les Normandises du Pradon 2019,3308,Active,http://lesnormandisesdupradon.com/,https://www.facebook.com/lesnormandisesdupradon/,https://www.instagram.com/lesnormandisesdupradon/,https://maps.google.com/?cid=5034289693754776537,,https://untappd.com/w/ferme-du-pradon/228438,49.5159748,0.2338077,0
60,2020,Cidre de Glace,🥈 Argent,Théo Capelle,Théo Capelle - Kapel Ice 2019,1513,Active,https://www.theo-capelle.com/,https://www.facebook.com/profile.php?id=100054206274447,,https://maps.google.com/?cid=3221607950662529223,https://www.tripadvisor.com/Attraction_Review-g187183-d3406164,https://untappd.com/w/cidrerie-tha-c-o-capelle/124517,49.5292294,-1.7457542,0
61,2020,Cidre Aromatisé,🥈 Argent,Domaine de la Galotière,La Galotière - Le houblonné 2019,1183,Active,https://www.lagalotiere.fr/,https://www.facebook.com/lagalotiere,,https://maps.google.com/?cid=3334578271943351430,https://www.tripadvisor.com/Attraction_Review-g608796-d12550194,https://untappd.com/w/domaine-de-la-galotiere/38855,48.923403,0.138481,0
62,2020,Cidre Aromatisé,🥈 Argent,Écusson,Ecusson Cidre et poire subtil 2019,3182,Active,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746,0
63,2020,Poiré,🥇 Or,Domaine Olivier,Le Domaine Olivier 2018,3372,Active,https://www.ledomaineolivier.com/,,,https://maps.google.com/?cid=12832839833696798380,,https://untappd.com/w/domaine-olivier/337350,48.6498485,-0.5338754,0
64,2020,Poiré,🥇 Or,Famille Guesdon,La Cave Normande 2019,2697,Active,https://famille-guesdon.com/,https://www.facebook.com/profile.php?id=100057212210806,https://www.instagram.com/lacavenormandeguesdon/,https://maps.google.com/?cid=13182761816105385497,,https://untappd.com/w/guesdon-p-re-et-fils/343009,48.5746579,-0.7975042,0
65,2020,Poiré,🥇 Or,La Cave de la Loterie,Cave de la Loterie Fruité 2018,3316,Active,https://www.cavedelaloterie.fr/,https://www.facebook.com/cavedelaloterie,https://www.instagram.com/cave_de_la_loterie/,https://maps.google.com/?cid=14052572828101776269,https://www.tripadvisor.com/Attraction_Review-g672828-d12674111,https://untappd.com/w/cave-de-la-loterie/234216,48.8906343,-0.4710245,0
66,2020,Poiré,🥈 Argent,Domaine Sicera,Sicera Odette 2019,3491,Active,https://www.sicera.fr/,https://www.facebook.com/cidresicera,https://www.instagram.com/domaine_sicera/,https://maps.google.com/?cid=5127145163687533245,,https://untappd.com/w/sicera/345757,49.3748041,0.6967289,0
67,2020,Poiré,🥈 Argent,Ferme des Martellières,Les Martellières - Brut 2018,3322,Active,,https://www.facebook.com/LesMartellieres.ProduitsCidricoles,,https://maps.google.com/?cid=13628777607608573968,,https://untappd.com/w/les-martellieres/291057,48.497685,-0.532571,0
68,2020,Poiré,🥈 Argent,Ferme des Martellières,Les Martellières - Brut 2019,3322,Active,,https://www.facebook.com/LesMartellieres.ProduitsCidricoles,,https://maps.google.com/?cid=13628777607608573968,,https://untappd.com/w/les-martellieres/291057,48.497685,-0.532571,0
69,2021,AOP Cidre Cotentin,🥇 Or,Théo Capelle,Brut 2019,1513,Active,https://www.theo-capelle.com/,https://www.facebook.com/profile.php?id=100054206274447,,https://maps.google.com/?cid=3221607950662529223,https://www.tripadvisor.com/Attraction_Review-g187183-d3406164,https://untappd.com/w/cidrerie-tha-c-o-capelle/124517,49.5292294,-1.7457542,0
70,2021,AOP Cidre Cotentin,🥇 Or,Théo Capelle,Extra-brut 2019,1513,Active,https://www.theo-capelle.com/,https://www.facebook.com/profile.php?id=100054206274447,,https://maps.google.com/?cid=3221607950662529223,https://www.tripadvisor.com/Attraction_Review-g187183-d3406164,https://untappd.com/w/cidrerie-tha-c-o-capelle/124517,49.5292294,-1.7457542,0
71,2021,AOP Cidre Cotentin,🥈 Argent,Cidrerie Claids,Brut 2020,3317,Active,https://www.cidrerieclaids.fr/,https://www.facebook.com/cidrerieclaids/,https://www.instagram.com/cidrerieclaids/,https://maps.google.com/?cid=16896075272570280949,,https://untappd.com/w/cidrerie-claids/541066,49.2339556,-1.4258585,0
72,2021,AOP Cidre Cotentin,🥈 Argent,Ferme de la Commanderie,Ferme de la Commanderie 2019,3319,Active,http://www.ferme-de-la-commanderie.fr/,https://www.facebook.com/CidrerieLaCommanderie,https://www.instagram.com/cidreriefermedelacommanderie,https://maps.google.com/?cid=2113479186577428756,https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503,https://untappd.com/w/ferme-de-la-commanderie/233207,49.5108604,-1.7174817,0
73,2021,AOP Cidre Cotentin,🥈 Argent,Les Vergers de la Passion,Brut 2020,3553,Active,https://les-vergers-de-la-passion-cidrerie.fr/,https://www.facebook.com/LesVergersDeLaPassion.FermeCidricole/,https://www.instagram.com/lesvergersdelapassion/,https://maps.google.com/?cid=9889208295960516000,https://www.tripadvisor.com/Attraction_Review-g13423894-d13413411,https://untappd.com/w/les-vergers-de-la-passion/468828,49.527658,-1.648722,0
74,2021,AOP Cidre Pays d'Auge,🥇 Or,Ferme Cidricole Desvoye,Cru de Cambremer 2020,2161,Active,https://www.cidre-calvados-desvoye.fr/,https://www.facebook.com/profile.php?id=100015340218972,https://www.instagram.com/calvados_desvoye/,https://maps.google.com/?cid=9466556986578009265,https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014,https://untappd.com/w/cidrerie-desvoye/264267,49.209316,0.008439,0
75,2021,AOP Cidre Pays d'Auge,🥈 Argent,Domaine de la Galotière,Prestige 2019,1183,Active,https://www.lagalotiere.fr/,https://www.facebook.com/lagalotiere,,https://maps.google.com/?cid=3334578271943351430,https://www.tripadvisor.com/Attraction_Review-g608796-d12550194,https://untappd.com/w/domaine-de-la-galotiere/38855,48.923403,0.138481,0
76,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme Cidricole Desvoye,Cru de Cambremer 2020,2161,Active,https://www.cidre-calvados-desvoye.fr/,https://www.facebook.com/profile.php?id=100015340218972,https://www.instagram.com/calvados_desvoye/,https://maps.google.com/?cid=9466556986578009265,https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014,https://untappd.com/w/cidrerie-desvoye/264267,49.209316,0.008439,0
77,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme Cidricole Desvoye,Cuvée Premières 2019,2161,Active,https://www.cidre-calvados-desvoye.fr/,https://www.facebook.com/profile.php?id=100015340218972,https://www.instagram.com/calvados_desvoye/,https://maps.google.com/?cid=9466556986578009265,https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014,https://untappd.com/w/cidrerie-desvoye/264267,49.209316,0.008439,0
78,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme du Lieu-Roussel,Le Lieu Roussel 2019,1650,Active,https://lieu-roussel.fr/,,https://www.instagram.com/ferme_du_lieu_roussel/,https://maps.google.com/?cid=14333694268932285992,https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852,https://untappd.com/w/lieu-roussel/276562,49.254184,-0.021999,0
79,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme du Lieu-Roussel,Le Lieu Roussel 2020,1650,Active,https://lieu-roussel.fr/,,https://www.instagram.com/ferme_du_lieu_roussel/,https://maps.google.com/?cid=14333694268932285992,https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852,https://untappd.com/w/lieu-roussel/276562,49.254184,-0.021999,0
80,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme du Lieu-Roussel,Le Lieu Roussel 2020,1650,Active,https://lieu-roussel.fr/,,https://www.instagram.com/ferme_du_lieu_roussel/,https://maps.google.com/?cid=14333694268932285992,https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852,https://untappd.com/w/lieu-roussel/276562,49.254184,-0.021999,0
81,2021,Cidre du Perche,🥈 Argent,Cidrerie Domaine du Ruisseau,Demi-sec 2020,3325,Active,,,,https://maps.google.com/?cid=14181024575525431243,,https://untappd.com/w/domaine-du-ruisseau/470036,48.4571495,0.7511747,0
82,2021,Cidre du Perche,🥈 Argent,Cidrerie Lacour-Veyranne,Cuvée des vergers oubliés 2020,3555,Active,https://www.cidrerie-lacour-veyranne.com/,,https://www.instagram.com/cidrerie_lacour_veyranne/,https://maps.google.com/?cid=10555645589397417510,,https://untappd.com/w/cidres-lacour-veyranne/531609,48.4586312,0.7267842,0
